CASE_ID;QN1;QN2;QN3;QN4;QN5;QN6A;QN6B;QN6C;QN7A;QN7B;QN7C;QN7D;QN7E;QN7F;QN8A;QN8B;QN8C;QN8D;QN8E;QN8F;QN8G;QN8H;QN8I;QN8J;QN8K;QN9A;QN9B;QN9C;QN9D;QN9E;QN9F;QN9G;QN9H;QN9I;QN9J;QN9K;QN9L;QN10A;QN10B;QN10C;QN10D;QN10E;QN10F;QN10G;QN10H;QN10I;QN10J;QN10K;QN10L;QN10M;QN10N;QN10O;QN10P;QN10Q;QN11A;QN11B;QN11C;QN11D;QN11E;QN11F;QN11G;QN12A;QN12B;QN12C;QN12D;QN13A;QN13B;QN13C;QN13D;QN13E;QN13F;QN14A;QN14B;QN14C;QN14D;QN15;QN16;QN17;QN18;QN19A;QN19B;QN19C;QN19D;QN19E;QN19F;QN19G;QN20A;QN20B;QN20C;QN20D;QN21A;QN21B;QN21C;QN21D;QN21E;QN22A;QN22B;QN22C;QN22D;QN22E;QN22F;QN22G;QN22H;QN22I;QN22J;QN22K;QN22L;QN22M;QN22N;QN22O;QN22P;QN22Q;QN22R;QN22S;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN24A;QN24B;QN24C;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN25H;QN25I;QN25J;QN25K;QN25L;QN25M;QN25N;QN25O;QN25P;QN25Q;QN25R;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN29D;QN29E;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN31D;QN31E;QN32A;QN32B;QN32C;QN32D;QN32E;QN32F;QN32G;QN32H;QN33A;QN33B;QN33C;QN33D;QN33E;QN33F;QN33G;QN33H;QN33I;QN33J;QN34A;QN34B;QN34C;QN17A;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;TOTPER;ADULTS;ADULTM;ADULTF;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;INCOME;RACE;REGVOTE;SEX;RELIGION;LENGTH;DEVICE_TYPE;WEIGHT;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
60000756;3;2;2;6;7;3;3;2;2;2;1;1;1;1;1;3;1;6;3;2;1;1;1;1;4;1;1;1;1;1;1;2;2;1;1;2;1;10;1;97;5;10;1;1;97;1;97;10;1;1;5;1;2;97;4;4;4;4;4;3;3;2;1;3;1;2;2;2;2;2;2;2;3;3;3;1;1;3;2;1;2;2;1;1;4;1;3;2;4;2;2;3;2;1;3;1;1;3;1;4;2;2;3;2;1;1;2;3;1;4;4;1;1;1;4;4;3;3;3;1;1;2;4;3;3;3;3;1;4;3;1;4;1;4;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;3;2;1;1;2;2;3;2;2;1;2;2;1;1;2;4;3;2;3;2;2;3;1;3;3;4;1;4;1;4;4;4;4;4;3;4;3;4;2;1;1;1;1;1;4;1;1;1;1;1;1;3;3;1;1;5;5;1;3;1;4;3;2;2;3;2;4;9;1;6;1;4;4;1;3;;;;;45;;2;4;6;10;1;2;2;54,1;p;1,7294;2;2;2;4;4;2
60000757;1;1;2;5;6;2;2;1;1;1;1;1;1;1;6;2;4;6;4;4;4;2;2;5;6;2;1;1;1;1;2;2;2;1;1;2;1;97;2;97;97;10;2;2;97;97;97;10;2;2;97;3;3;7;4;4;3;3;4;4;4;4;3;4;3;1;3;2;1;3;1;2;3;3;3;1;1;1;3;2;3;3;2;2;3;3;5;4;4;4;4;4;3;4;3;2;4;4;3;4;2;4;2;3;3;2;2;2;1;4;4;2;2;2;4;4;3;3;4;3;4;4;3;4;4;3;4;2;4;4;3;4;1;4;4;4;4;4;4;3;4;4;3;4;3;4;4;4;4;4;3;3;4;2;2;3;4;4;4;2;3;4;4;2;2;2;4;2;3;2;2;3;1;3;3;4;1;3;1;4;3;4;4;4;1;4;4;4;2;3;2;2;2;2;4;3;1;1;4;1;4;4;4;3;2;4;4;1;5;4;1;4;3;1;1;4;4;9;2;1;1;1;1;1;0;;;;;47;;2;7;13;1;1;1;90;24,2;p;0,4548;1;3;1;1;1;5
60000758;4;9;1;2;1;2;2;2;1;2;1;2;1;1;6;6;1;3;6;6;1;1;6;2;6;1;1;1;1;2;2;2;2;1;1;2;1;97;10;4;5;3;97;10;97;6;97;10;10;10;97;5;7;7;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;4;4;1;1;2;3;2;2;2;2;3;2;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;4;4;4;2;4;4;3;3;3;4;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;1;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;4;4;4;4;4;2;4;4;4;3;2;4;3;3;4;2;4;4;4;4;3;2;2;4;3;4;2;3;4;3;3;2;2;2;2;2;2;2;4;1;1;1;3;1;3;1;4;1;4;4;4;4;4;2;5;4;3;2;4;2;2;3;5;2;3;1;5;2;1;1;0;2;1;1;39;;2;3;5;1;1;1;22;21,1;p;0,8823;6;1;1;3;1;3
60000759;2;5;3;6;5;2;2;1;1;2;2;2;1;2;3;3;3;6;3;3;2;4;1;2;6;1;2;1;1;2;2;2;2;2;2;2;1;10;6;10;7;10;6;7;97;6;6;10;6;5;8;5;4;97;4;4;4;4;3;4;4;4;4;4;4;3;2;2;2;3;2;4;4;3;4;1;1;1;3;2;3;3;2;2;4;4;4;4;3;4;4;4;3;1;1;4;4;3;4;3;3;4;3;3;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;1;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;3;4;4;4;2;3;3;4;4;4;4;4;4;4;4;4;2;4;4;3;1;4;4;1;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;3;2;2;2;4;4;2;1;4;4;1;1;4;3;4;2;4;4;4;4;4;4;4;4;1;1;3;4;8;1;2;1;2;2;1;1;;;;;32;;2;6;12;1;1;1;90;11,7;p;0,2452;4;3;1;2;1;5
60000760;3;7;3;5;4;2;3;2;2;2;2;2;1;2;3;5;5;6;5;6;6;1;5;3;5;2;2;1;1;2;2;2;2;2;1;2;1;10;3;97;7;8;4;97;97;1;97;10;4;4;5;3;4;7;3;3;3;3;3;3;3;4;3;4;3;2;1;2;2;2;1;2;2;1;4;2;2;3;2;1;3;3;2;3;4;4;4;3;3;2;2;4;2;1;3;4;1;2;2;3;1;2;3;2;2;2;3;2;2;4;4;3;3;3;3;1;3;3;4;3;4;4;4;4;4;4;2;4;4;3;1;4;1;3;3;4;4;4;4;3;4;4;4;3;4;2;4;4;2;2;4;3;2;2;3;3;3;4;4;4;4;4;4;4;4;2;4;2;4;4;3;4;4;4;4;4;2;4;2;4;4;4;4;3;3;4;4;4;2;3;2;2;2;3;3;2;1;2;4;3;1;1;2;2;1;4;4;2;3;3;2;3;3;2;3;1;2;4;2;1;5;3;3;2;1;;;;;21;;1;3;2;1;1;1;22;21;c;1,8803;5;1;1;1;1;3
60000761;3;5;2;6;7;1;1;1;1;2;2;2;1;2;1;1;1;6;2;4;1;3;1;1;4;1;1;1;1;1;2;1;2;2;2;2;1;10;3;97;10;10;4;1;97;5;97;10;10;2;7;1;1;7;3;4;3;2;2;2;3;4;4;4;4;2;1;2;2;2;2;4;4;4;2;2;2;3;3;2;3;3;2;2;3;3;4;4;4;4;4;4;3;4;4;4;3;2;4;3;4;4;3;4;4;4;4;3;3;4;4;4;4;3;4;-1;3;3;4;4;4;4;3;4;4;1;4;4;4;4;1;4;1;4;4;4;4;4;3;3;4;4;4;4;3;3;4;4;3;3;4;4;3;2;2;3;4;4;4;4;4;4;4;4;4;2;4;4;4;2;4;4;1;4;4;4;2;4;1;4;4;4;4;3;4;4;4;4;2;2;2;2;1;4;-1;3;2;4;4;1;2;5;4;1;1;4;4;2;4;2;1;3;3;1;3;3;3;5;1;3;3;2;2;;;;;;;58;;3;6;15;1;1;1;2;19,7;p;0,5216;4;3;1;3;1;2
60000762;3;9;2;2;1;2;2;1;2;2;2;2;2;2;6;4;5;2;6;6;4;2;2;6;6;1;1;1;1;1;2;2;2;2;1;2;2;97;10;4;97;1;9;10;97;97;97;97;97;8;97;1;9;7;3;4;3;4;4;3;4;2;2;2;2;3;4;3;3;4;4;2;4;2;2;2;2;2;2;2;3;4;3;2;4;4;4;4;4;3;2;3;3;3;3;4;3;4;3;3;3;4;3;3;4;2;3;3;2;3;3;4;3;2;4;4;4;4;4;4;4;4;4;3;4;2;4;3;4;4;1;2;3;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;4;1;2;4;4;4;4;4;2;4;4;2;4;3;3;1;1;4;4;1;1;1;1;1;4;1;1;2;1;3;2;2;3;1;2;3;2;2;2;3;4;4;1;4;4;1;2;4;1;1;1;3;2;4;1;3;4;3;3;2;3;3;1;1;1;3;3;1;1;1;0;;;;;66;;4;8;7;1;1;1;2;23,7;t;0,8934;6;4;1;3;1;2
60000763;2;2;4;6;6;1;1;1;8;2;1;2;1;2;3;1;3;6;5;4;3;6;2;2;6;2;2;1;1;2;2;2;2;2;2;2;2;10;3;10;5;9;4;3;9;2;97;10;8;1;7;5;1;7;3;3;2;3;3;3;3;4;3;4;3;2;1;1;2;2;1;4;4;4;3;2;2;2;2;4;3;3;1;2;4;3;4;4;3;4;3;3;2;1;2;4;3;3;4;4;2;3;4;3;3;2;4;1;1;4;4;4;4;3;3;4;4;3;4;2;4;4;4;4;4;4;4;3;4;4;1;4;1;4;4;4;4;4;3;1;4;3;2;2;3;4;4;4;2;2;3;4;4;3;2;4;4;3;3;4;4;4;4;4;4;2;4;4;4;4;2;4;3;4;2;4;2;4;1;4;3;4;4;4;4;4;4;4;2;3;2;1;2;4;4;4;1;4;2;2;4;5;3;1;1;4;4;1;4;2;1;3;4;2;2;2;1;2;1;1;1;1;1;1;0;;;;;32;;2;3;7;1;1;1;96;18;p;0,7241;2;1;1;1;1;5
60000764;2;2;3;5;5;3;3;1;1;2;2;2;8;2;6;6;3;5;5;5;3;5;3;3;6;1;1;1;1;2;2;2;2;2;1;2;1;97;4;97;7;4;10;4;97;97;97;10;4;4;6;1;4;7;3;3;3;3;3;3;4;3;1;3;1;3;2;3;2;3;3;3;3;4;3;2;2;2;1;2;1;2;2;2;4;3;4;4;3;3;1;1;1;1;1;3;3;2;3;3;3;4;3;1;3;2;3;3;1;4;4;1;2;1;4;4;3;4;4;3;4;3;3;3;4;3;4;4;4;4;1;3;2;2;3;3;1;3;3;3;3;3;3;2;2;3;2;4;3;2;3;2;2;1;3;2;2;1;1;4;2;3;3;1;3;2;1;2;2;1;1;3;2;2;3;1;2;1;1;3;2;2;2;3;2;3;3;3;2;3;2;2;1;1;2;4;1;1;4;1;1;4;1;3;3;3;4;4;3;4;4;4;3;3;2;3;3;5;2;4;1;4;4;3;1;;;;;60;;3;3;6;5;1;1;98;23,7;c;1,7426;2;1;1;4;3;
60000765;4;9;2;5;5;1;3;1;1;1;2;2;1;2;4;2;5;6;6;6;6;5;6;2;5;2;2;1;1;1;2;2;2;2;1;1;1;10;2;97;10;9;7;3;97;97;5;10;5;1;10;4;2;7;3;3;3;3;3;3;3;4;3;3;3;2;2;2;2;2;2;3;2;2;4;2;2;2;1;1;3;1;2;2;3;3;4;2;3;4;4;4;2;1;2;1;3;3;3;3;3;4;4;2;2;2;1;3;2;4;4;2;2;2;3;2;2;3;3;3;4;2;4;4;4;1;3;3;4;3;1;4;1;4;2;2;3;4;1;4;1;2;4;1;2;2;3;3;2;2;3;2;4;4;3;2;3;3;3;4;3;4;4;4;4;2;3;4;4;4;4;4;2;4;1;4;2;4;1;4;4;4;4;4;4;4;4;4;2;2;1;2;2;2;1;3;1;1;1;1;1;1;2;1;1;4;4;1;4;2;3;4;3;3;2;3;3;7;2;3;2;3;2;;;0;0;1;1;33;;2;8;6;1;2;2;22;24,8;c;0,8218;6;4;2;3;1;3
60000766;2;2;4;6;6;1;1;2;2;2;2;2;2;2;6;6;6;6;4;6;4;6;2;3;3;2;1;2;1;2;1;2;2;2;1;2;1;97;2;97;8;9;2;3;97;97;97;3;3;1;8;3;3;97;2;2;3;3;3;3;2;2;1;1;1;2;2;2;2;3;2;2;3;3;1;2;2;3;2;1;2;1;2;1;4;4;4;4;4;3;4;4;3;1;1;1;4;4;2;3;1;4;4;3;2;1;1;2;1;4;4;2;1;2;4;2;1;3;4;2;4;4;3;3;4;2;4;2;4;4;1;4;1;4;3;4;1;2;1;3;4;4;2;1;4;4;2;3;3;3;4;2;4;2;3;2;3;3;4;2;2;4;2;4;4;2;3;1;3;1;2;4;1;2;2;4;1;4;1;4;2;4;4;4;4;4;4;4;2;3;1;2;2;2;3;4;1;4;4;1;1;4;3;4;1;4;4;2;4;2;4;4;3;2;3;1;4;9;2;2;2;2;2;;;;;;;27;;1;6;12;1;1;1;22;27;p;0,6527;2;3;1;2;1;3
60000767;3;8;2;5;4;2;2;1;2;2;2;2;1;1;2;2;3;2;2;2;2;5;2;2;5;1;1;2;1;1;1;2;2;1;1;1;1;97;2;97;7;4;5;2;97;97;97;10;2;4;8;3;3;7;4;4;3;3;3;3;4;3;3;3;3;3;3;4;4;4;3;2;2;3;2;1;1;3;2;2;3;3;2;2;3;2;5;3;4;4;3;3;2;2;2;4;4;4;4;3;4;4;3;3;3;3;3;3;3;4;4;3;3;3;4;4;3;4;4;3;4;3;3;4;4;4;4;4;4;3;1;3;3;3;3;3;3;3;3;3;3;4;2;3;3;3;3;4;2;3;4;2;3;3;3;2;3;2;3;3;2;3;2;2;2;2;1;1;2;2;1;2;2;2;1;2;1;2;1;3;3;3;3;3;2;3;3;4;2;1;1;2;1;1;1;2;1;1;1;1;1;5;3;4;3;4;4;4;4;4;4;4;4;2;3;1;1;2;1;6;2;3;3;0;3;;;;;59;;3;5;4;4;1;2;13;20,1;p;1,1225;6;2;2;4;3;1
60000768;1;1;5;4;5;1;4;1;2;2;2;2;1;8;6;6;6;6;6;6;6;6;4;3;6;1;2;2;1;2;1;2;2;1;1;2;1;97;97;97;5;10;97;97;97;97;97;97;97;1;5;4;2;7;3;3;3;1;4;2;3;4;4;4;4;1;1;1;2;3;1;1;4;3;3;2;2;2;1;2;4;4;4;4;4;4;5;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;3;3;4;1;4;4;1;4;4;4;3;1;3;4;4;2;4;3;2;2;1;1;1;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;4;4;4;3;4;3;3;3;4;4;4;2;3;4;3;4;4;1;4;4;2;4;2;4;4;4;1;4;4;1;4;3;4;1;1;1;4;4;4;4;4;4;1;4;4;2;3;2;2;2;3;3;4;1;4;3;1;1;5;5;5;1;5;5;5;5;5;5;4;4;1;2;2;4;9;2;1;2;4;4;;;;;;;23;;1;3;3;5;1;1;90;34,7;p;3,5;1;1;1;1;3;5
60000769;3;8;2;2;5;3;2;1;1;2;2;2;2;2;2;4;1;1;1;4;1;5;3;1;4;1;1;2;1;1;1;1;2;2;1;2;1;97;8;7;7;7;7;8;97;97;6;8;8;2;8;7;8;7;1;3;2;1;2;3;3;3;3;2;3;1;1;1;1;1;1;1;2;1;2;1;1;1;2;1;3;3;1;1;3;3;1;2;3;2;2;3;1;1;1;3;3;2;3;1;2;4;2;1;1;3;1;2;1;4;3;2;1;1;2;2;2;3;4;1;3;1;1;3;3;1;2;2;3;2;1;2;1;3;2;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;3;1;2;1;3;1;1;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;3;3;1;2;1;3;2;3;1;2;2;3;3;3;2;2;2;1;1;1;3;3;1;1;1;1;2;3;1;1;1;3;2;1;1;3;3;2;3;2;1;1;1;2;2;1;5;3;3;1;2;;;;;22;;1;4;7;3;1;2;2;18,6;c;2,1861;6;2;2;1;3;2
60000770;1;2;4;6;6;1;1;1;1;2;2;2;1;1;3;4;6;6;5;1;4;6;2;6;6;1;1;1;1;2;2;2;2;2;1;2;1;10;2;8;8;6;1;1;9;1;97;10;10;1;5;3;1;7;4;4;4;3;4;4;4;3;3;3;3;1;3;2;2;1;2;3;3;2;4;2;2;1;2;2;2;2;2;1;4;4;4;4;4;4;3;4;2;4;4;4;1;3;1;2;4;4;4;2;2;2;3;4;1;4;4;3;3;1;4;4;3;3;4;3;4;4;4;4;4;4;2;4;4;4;1;4;1;4;2;4;4;4;2;4;4;4;3;3;3;2;4;4;4;3;4;3;3;2;2;2;4;4;4;4;4;4;4;4;4;2;4;4;4;1;4;4;1;4;4;4;2;4;1;4;4;4;4;4;4;4;4;4;2;2;1;2;1;4;4;4;2;4;4;2;4;1;4;1;1;4;3;1;4;1;1;4;4;2;1;1;3;5;1;3;1;2;2;1;1;;;;;39;;2;6;7;3;1;1;90;33,6;p;1,1452;2;3;1;3;3;5
60000771;3;5;4;5;4;3;3;2;1;1;2;2;1;1;4;6;6;6;6;6;6;1;2;1;4;-1;1;1;1;-1;1;1;-1;1;1;-1;1;10;7;97;9;10;6;6;97;8;8;10;8;8;5;5;5;7;3;4;3;3;4;3;3;3;2;3;2;1;1;1;1;1;1;2;2;1;3;1;1;1;3;1;3;2;2;2;3;3;4;3;4;3;2;4;1;3;3;4;2;3;2;2;4;4;2;2;3;1;1;3;1;4;4;2;3;3;4;4;3;3;4;4;4;2;4;3;3;3;4;4;4;3;1;4;2;3;2;2;2;3;2;2;1;1;1;1;3;2;2;2;2;3;3;3;4;3;4;3;4;2;2;2;2;3;3;2;3;2;2;2;2;2;2;3;3;3;3;4;4;4;1;4;3;4;4;4;4;4;4;4;2;3;2;1;2;1;3;1;1;2;4;1;1;3;3;4;2;4;3;3;2;3;3;3;3;2;1;1;1;2;2;1;1;1;1;0;1;;;;;32;;2;4;7;2;1;2;97;28,9;p;1,6813;4;2;2;1;2;4
60000772;4;8;1;1;1;3;2;1;1;2;2;2;1;1;6;6;6;1;6;6;5;5;6;4;6;1;1;1;1;2;2;2;2;1;1;2;1;97;97;3;9;1;97;10;97;7;97;10;97;97;97;97;10;7;4;4;4;3;3;4;4;3;4;4;3;3;3;3;3;3;4;4;4;3;2;2;2;2;1;1;2;1;2;3;4;1;4;3;4;3;2;3;1;1;1;2;4;4;4;3;3;4;1;3;4;2;3;2;2;4;1;1;2;1;4;4;1;4;4;4;1;4;3;4;4;2;3;1;4;3;1;2;3;2;3;4;4;4;2;4;3;4;3;2;2;2;3;4;1;1;4;1;1;1;2;1;3;4;4;3;3;4;2;2;2;2;4;2;3;3;2;3;3;1;2;1;1;1;3;3;1;3;2;3;2;1;3;1;2;1;1;2;2;4;4;1;1;4;4;1;1;5;1;4;3;4;3;3;1;5;5;3;2;2;2;5;4;9;1;3;3;2;2;1;1;;;;;65;;4;8;6;1;1;2;22;20,2;c;0,3788;6;4;2;3;1;3
60000773;1;2;4;3;3;4;4;2;1;1;2;2;1;2;6;6;4;2;6;6;2;6;1;4;6;1;1;2;2;2;2;2;2;2;2;2;2;97;10;97;5;2;10;10;97;97;97;10;97;97;97;5;5;7;3;4;3;3;3;1;3;1;1;1;1;3;1;2;2;3;3;1;1;2;2;2;2;1;3;2;2;2;1;3;4;4;4;1;3;3;3;3;2;2;2;4;1;4;2;4;1;4;1;1;1;2;1;1;2;2;2;1;1;2;2;1;2;3;3;1;4;1;3;1;4;1;4;1;4;2;1;1;4;1;1;1;1;1;1;4;1;1;3;1;2;2;1;1;2;2;3;1;1;1;2;2;1;1;2;2;3;4;2;2;4;2;1;3;3;2;3;4;4;3;4;1;1;4;4;4;3;2;2;2;1;1;2;1;1;2;1;2;2;4;4;2;2;3;4;1;3;3;1;4;3;4;4;4;1;4;4;2;2;4;1;1;3;5;1;3;1;4;2;1;1;0;2;0;1;44;;2;8;12;1;1;2;7;26,7;c;0,517;2;4;2;3;1;4
60000774;3;8;1;3;4;2;2;2;1;2;2;2;1;1;1;3;6;5;6;6;1;6;6;2;6;1;2;1;2;2;2;2;2;2;1;2;1;97;5;97;5;5;97;5;97;97;97;10;5;5;8;6;5;97;3;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;2;1;2;4;1;1;1;2;2;2;3;2;3;3;2;4;4;4;4;3;4;3;3;3;4;4;4;4;3;3;4;2;3;4;2;2;2;3;4;4;2;3;3;4;4;3;3;4;4;4;4;4;4;4;2;4;3;4;4;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;3;3;3;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;5;3;3;2;1;1;2;3;1;3;4;5;3;;;2;0;0;1;34;;2;5;3;1;1;2;8;13,2;c;0,3724;6;2;2;3;1;1
60000775;3;2;2;2;2;3;3;2;1;1;1;1;1;1;3;3;3;2;4;4;2;4;2;6;6;1;1;1;1;1;2;2;2;1;1;1;2;8;5;97;10;4;6;7;97;97;10;10;2;6;10;4;5;7;4;4;4;3;3;4;4;3;2;2;2;3;3;3;4;3;4;2;3;2;3;1;1;3;3;1;3;2;2;2;3;3;4;4;3;4;3;4;2;4;4;3;3;3;3;3;4;4;3;3;3;2;3;2;3;4;3;3;2;3;3;3;3;3;4;2;4;3;4;4;4;3;4;4;4;4;1;1;3;1;3;4;3;4;2;4;4;4;2;2;3;3;2;4;3;3;3;2;2;1;2;1;2;4;4;4;4;4;3;3;4;2;4;4;4;4;4;4;4;4;4;3;3;2;4;3;2;3;2;2;3;3;3;2;1;2;1;1;1;2;4;1;1;3;4;1;3;2;1;3;3;2;3;4;2;3;3;1;2;3;3;1;2;4;2;3;1;4;2;;;0;0;2;1;32;;2;6;6;1;1;1;15;19;c;0,4339;2;3;1;3;1;1
60000776;3;7;2;7;7;3;3;2;1;1;2;2;8;2;2;1;2;3;1;1;2;1;3;2;3;1;1;1;1;1;1;2;2;2;2;2;1;10;1;5;5;8;1;1;97;2;97;10;97;1;10;1;1;7;4;4;3;4;3;3;4;3;3;4;4;2;2;2;3;2;1;3;4;2;4;2;1;1;2;2;3;3;2;2;3;3;4;3;4;4;4;4;2;2;4;4;4;4;3;4;4;4;3;3;3;3;4;3;2;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;3;4;3;4;4;1;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;2;3;3;3;3;2;2;4;2;2;3;2;3;4;4;4;4;4;1;4;4;2;2;4;1;4;4;4;4;4;4;4;4;4;2;3;1;2;2;2;4;2;1;1;1;1;2;3;4;2;3;4;4;4;2;3;3;3;3;2;1;3;1;2;1;3;2;3;3;1;2;;;;;64;;3;8;12;1;1;1;15;23;c;0,5381;5;4;1;3;1;1
60000778;3;2;4;4;4;2;2;1;1;1;2;2;2;2;5;5;4;4;4;4;4;5;4;2;5;1;1;1;1;2;1;2;2;2;1;2;1;97;3;97;5;3;97;3;97;97;97;97;3;3;3;3;4;97;2;3;3;3;3;2;3;2;1;2;1;2;1;1;3;2;2;1;3;1;2;1;2;2;2;2;3;2;2;1;4;4;2;2;4;3;3;3;2;2;2;3;3;2;3;3;3;3;3;2;3;1;2;3;2;4;3;1;2;3;3;3;3;3;4;2;3;4;4;4;3;2;3;2;4;4;4;3;2;2;3;3;3;3;3;4;3;4;3;3;3;2;3;3;2;2;2;3;3;2;2;2;3;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;3;3;2;3;2;3;3;4;1;3;1;1;2;2;2;2;1;2;3;2;2;3;3;3;3;4;4;3;3;4;4;2;2;3;2;5;2;4;1;3;1;2;2;;;;;;;37;;2;4;6;1;1;1;2;23,2;p;1,1591;2;2;1;3;1;2
60000779;2;2;4;4;3;4;4;1;1;2;2;2;1;1;2;6;2;2;6;6;2;5;4;2;6;1;1;2;1;1;1;2;2;1;1;2;1;6;8;97;5;2;97;8;97;97;97;10;97;97;97;3;4;97;4;3;3;3;4;3;4;3;3;2;1;3;3;2;2;3;2;1;3;2;3;2;2;3;2;3;3;3;2;3;3;3;5;2;4;2;2;2;2;2;2;3;3;3;4;3;4;4;3;2;2;3;3;2;3;2;1;1;3;2;3;3;1;1;4;1;3;3;4;3;4;2;3;3;4;3;1;2;2;3;3;3;4;4;3;4;4;4;4;3;3;3;4;4;3;3;4;3;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;3;1;2;3;4;3;2;2;3;2;2;2;3;2;2;2;2;2;2;4;2;3;4;2;4;2;3;5;2;3;3;4;3;1;3;4;3;3;3;2;3;3;1;1;2;5;3;1;1;0;1;;;;;75;;4;5;3;1;1;2;2;38,4;t;0,4405;2;2;2;4;1;2
60000781;1;2;3;6;6;3;3;1;1;2;2;2;1;2;5;6;1;3;4;4;1;5;3;2;5;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;97;2;97;10;2;97;2;97;97;97;9;2;2;5;2;2;97;3;3;3;4;4;1;4;3;3;3;3;3;3;3;4;4;3;2;4;4;4;2;1;2;1;4;4;3;3;2;4;4;4;3;4;4;4;4;3;4;4;4;4;4;-1;4;4;4;4;3;3;4;4;4;3;4;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;2;4;4;1;3;2;3;4;4;4;4;4;4;4;4;4;3;-1;3;4;4;3;4;4;3;2;3;3;2;3;2;2;3;2;3;2;2;2;2;2;3;3;3;2;3;3;3;4;4;3;4;4;3;3;3;3;3;3;3;3;3;2;1;2;2;2;3;3;4;1;4;4;2;3;4;3;4;3;4;4;4;5;4;5;3;3;3;2;1;1;2;2;2;1;4;3;2;1;1;0;0;1;40;;2;3;5;1;1;2;90;24,4;t;0,6226;2;1;2;2;1;5
60000782;3;7;3;2;2;2;2;2;2;2;2;2;2;2;3;4;4;4;6;6;4;4;4;6;5;1;2;1;1;2;2;2;2;2;1;1;1;97;8;97;9;4;6;8;97;97;97;10;6;6;6;3;6;8;3;4;3;3;3;4;3;3;1;3;1;1;1;1;2;1;3;2;2;1;2;1;1;2;1;1;2;2;3;2;3;2;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;3;2;2;2;3;2;2;4;2;2;2;2;3;4;2;2;4;3;4;4;4;4;3;3;3;3;4;4;1;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;2;2;2;3;2;2;2;2;3;2;2;3;2;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2;4;4;2;2;4;4;4;3;3;3;4;4;3;3;3;4;4;3;3;2;2;2;4;8;1;3;1;6;4;;;0;0;2;2;47;;2;3;12;1;1;2;10;38,3;c;0,6224;5;1;2;3;1;1
