CASEID;TM_START;TM_FINIS;DURATION;WEIGHT;RELPREF;DENOM;ID_MAINL;ID_RELRI;ID_THEOL;ID_EVANG;ID_THEOC;ID_CHARI;ID_BIBLE;ID_BORNA;ID_PENTE;ID_SEEKE;ID_FUNDA;ID_SPIRI;ID_SECUL;ID_IRREL;ID_RELIG;ID_ATHEI;ID_REFUS;HOWRELIG;ATTENDAN;PASTATTE;BIBLE;HUMANORI;ATLANTIS;POSTHINK;FORTUNET;ASTROLOG;HAUNTING;DREAMS;UFOS;BIGFOOT;SATAN_EV;HOROSCOP;PSYCHIC;HAUNTED;OUIJA;HAD_DREA;SAW_UFO;POLPREF;POLAFFIL;CANTRUST;SATIS_LI;SATIS_FI;SATIS_HE;DECISION;GAS_STRA;GAS_HELP;TRUST_PO;SAFE_HOU;SAFE_NET;SAFE_WAL;SAFE_NGB;SAFE_CIT;SAFE_WOR;WATCH_TA;WATCH_CO;WATCH_TR;WATCH_CR;WAVE_TV;WORRY_OL;WORRY_MO;WORRY_UN;WORRY_IL;WORRY_DE;OWNGUNS;SCI_SEAS;SCI_BULL;SCI_LIGH;SCI_SUN;SCI_VACC;YOUTH_RE;YOUTH_VI;YOUTH_FI;YOUTH_HA;YOUTH_DR;YOUTH_PR;YOUTH_SE;NET_GOVT;NET_CORP;NET_BULL;NET_IDEN;NET_SEXP;ENVIRONM;CLIMATEC;ENV_AIRP;ENV_DRIN;ENV_RIVR;ENV_PIPE;ENV_SOIL;ENV_RAIN;ENV_WARM;ENV_OILS;ENV_EXTI;ENV_SPRA;ENV_RUNO;DISAS_QU;DISAS_TO;DISAS_FL;DISAS_AS;DISAS_VO;DISAS_EM;DISAS_PO;DISAS_TE;DISAS_NU;DISAS_ME;DISAS_CO;DISAS_PA;DISAS_UN;DISAS_DE;DISAS_WA;GOVT_DRO;GOVT_OBA;GOVT_COR;GOVT_GUN;SURVIVAL;SUPPLIES;EVACUATI;FUTURE_C;FUTURE_S;FUTURE_O;FUTURE_T;FUTURE_A;GAY_TV;GAY_TEAC;GAY_MARR;GAY_SCHO;GAY_COAC;GAY_POLI;GAY_POLT;GAY_SOLD;GAY_RELL;IMM_CRIM;IMM_ASSI;IMM_DRAI;IMM_DISE;IMM_RAID;IMM_DEPO;IMM_PATH;THERM_AT;THERM_CD;THERM_CI;THERM_DE;THERM_DH;THERM_EP;THERM_FB;THERM_FD;THERM_FE;THERM_IR;THERM_NS;THERM_MS;THERM_AS;THER_ATH;THERM_BL;THERM_CA;THERM_WH;THERM_EV;THER_FEM;THERM_HI;THERM_HO;THERM_IM;THERM_JE;THERM_MU;THERM_PR;FEAR_MUG;FEAR;FEAR_STA;FEAR_MUR;FEAR_BRU;FEAR_RAP;FEAR_HAT;FEAR_SHO;COMP_ABD;COMP_GAN;COMP_TRA;COMP_RIO;COMP_PED;COMP_SCH;COMP_SER;COMP_RAP;CRIM_JUS;CRIM_EMP;CRIM_MOR;CRIM_EVI;CRIM_MED;CRIM_MEN;CRIM_BIA;PUN_SENT;PUN_DEAT;PUN_APPE;PUN_STRI;PUN_CAST;PUN_PRIV;PHOB_BLO;PHOB_ANI;PHOB_CLO;PHOB_DRO;PHOB_FLY;PHOB_GHO;PHOB_HEI;PHOB_SPE;PHOB_CLA;PHOB_STR;PHOB_DAR;PHOB_ZOM;PPAGE;PPAGECAT;PPAGECT4;PPEDUC;PPEDUCAT;PPETHM;PPGENDER;PPHHHEAD;PPHHSIZE;PPHOUSE;PPINCIMP;PPMARIT;PPMSACAT;PPREG4;PPREG9;PPRENT;PPSTATEN;PPT01;PPT25;PPT612;PPT1317;PPT18OV;PPWORK;PPNET;I_RELIGION;I_AGE;I_EDUC;I_RACE;I_GENDER;I_FINCOME;I_MARITAL;I_REGION
1489;4/23/2014;4/23/2014;30;0,7975;2;Catholic;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;8;5;1;2;2;3;3;2;3;3;3;2;2;2;2;2;2;2;2;1;2;2;2;1;3;3;3;2;2;4;4;3;4;2;3;4;5;5;3;3;2;3;2;3;1;2;3;2;2;3;2;2;2;3;2;2;2;2;2;3;2;4;2;2;3;2;2;2;2;3;4;3;2;2;3;3;2;3;4;4;3;1;1;2;2;2;2;2;1;1;2;1;1;1;3;2;3;2;2;3;3;3;1;1;1;3;4;2;2;2;3;2;2;2;2;2;2;2;61;68;46;67;47;34;57;72;39;42;51;26;;35;52;79;76;64;37;48;33;53;52;28;36;2;2;2;2;3;2;2;3;4;4;4;4;3;5;4;4;;;;;;;;2;3;2;2;2;2;2;1;4;2;3;4;3;1;2;2;2;3;79;7;4;10;3;1;2;1;2;1;16;1;1;2;4;1;43;0;0;0;0;2;5;1;2;4;3;1;2;5;1;2
1490;4/23/2014;4/23/2014;14;2,1743;2;Orthodox Christian;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;3;1;2;1;1;2;2;1;2;3;1;1;1;2;2;1;2;4;4;3;2;3;1;2;4;4;3;3;3;4;3;3;3;1;3;4;5;3;3;1;3;2;3;1;2;3;2;3;1;2;1;1;1;2;1;2;2;1;3;1;3;1;1;2;2;2;1;1;2;1;2;2;1;3;3;3;3;3;3;2;4;1;1;3;3;2;1;1;2;4;4;2;4;5;2;4;1;1;2;3;2;1;3;2;;4;3;2;2;3;1;3;2;1;2;2;2;50;51;67;71;51;62;73;30;49;28;49;51;68;30;51;100;77;70;80;51;76;11;81;17;51;1;2;1;1;4;1;4;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;3;1;1;1;1;2;1;3;2;4;3;1;3;1;1;1;1;3;4;18;1;1;7;1;1;1;0;3;1;16;5;1;1;1;1;14;0;0;0;1;2;7;1;2;1;1;1;1;5;3;1
1491;4/23/2014;4/23/2014;25;1,4423;1;Lutheran, Wisconsin synod;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;6;2;3;3;2;3;3;3;;3;3;2;2;2;2;2;2;2;5;5;3;2;3;3;3;3;3;2;2;3;3;2;2;2;5;3;4;3;3;2;2;3;3;3;4;3;2;3;3;3;2;2;3;2;2;2;2;4;3;4;3;4;2;2;4;3;3;3;3;4;3;3;4;2;4;3;3;3;4;3;4;3;3;4;4;2;3;4;2;3;4;3;1;4;3;2;4;2;3;3;3;;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;65;85;50;60;75;45;60;75;75;30;50;50;40;50;50;70;75;50;75;45;40;50;50;50;35;3;2;4;3;4;3;4;3;3;2;2;3;3;1;3;3;2;2;2;2;2;2;3;2;2;2;2;2;1;3;3;4;4;4;4;3;3;4;3;3;4;44;3;2;11;3;1;2;1;4;1;16;1;1;2;3;1;34;0;0;1;1;2;1;1;1;2;3;1;2;5;1;2
1492;4/23/2014;4/23/2014;8;0,1298;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;7;4;2;4;4;4;3;3;3;2;2;4;2;2;2;2;2;2;4;4;3;2;3;1;4;2;2;2;2;2;3;4;4;3;2;2;2;2;2;2;3;3;3;4;2;2;3;2;3;3;3;3;3;3;3;3;4;3;3;3;3;3;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;2;3;3;3;3;3;4;3;3;3;2;2;2;2;2;2;3;3;3;3;3;3;3;46;50;49;49;50;51;50;51;50;51;51;51;50;53;5;51;97;50;99;17;6;41;46;41;51;3;3;3;3;3;1;3;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4;1;18;1;1;10;3;5;1;0;5;1;17;5;0;2;3;1;34;0;1;0;1;3;7;1;5;1;3;3;1;5;3;2
1493;4/23/2014;4/23/2014;23;1,1834;1;Christian Church, non-denomination;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;7;5;2;1;2;2;2;4;3;2;2;3;2;2;2;2;2;2;2;3;2;2;2;3;2;3;2;2;2;1;3;4;3;4;1;3;4;4;5;2;3;2;3;;3;2;2;3;2;3;3;1;1;2;2;3;3;2;1;2;4;2;4;2;3;3;2;3;3;3;;3;4;4;4;4;4;3;3;4;4;3;2;2;3;3;2;3;4;3;2;2;2;1;2;5;2;4;3;2;4;3;3;1;3;1;2;2;2;2;2;3;3;3;2;2;2;2;3;59;62;64;60;6;2;59;61;9;1;2;5;100;99;100;100;100;100;100;100;100;75;100;75;100;4;2;4;4;4;4;4;4;2;1;1;3;3;3;2;2;2;2;1;1;2;2;4;3;3;3;2;2;1;3;4;4;4;4;4;4;4;4;4;4;4;62;5;4;5;1;1;1;1;3;1;11;1;1;3;5;1;54;0;0;0;0;3;2;1;1;4;1;1;1;3;1;3
1494;4/23/2014;4/23/2014;25;0,6141;2;Roman Catholic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;7;1;1;2;2;2;3;2;1;2;1;1;2;2;2;2;1;1;4;2;3;4;4;2;2;4;4;2;3;3;3;3;3;3;5;1;3;2;2;3;1;1;2;3;3;1;2;3;1;4;1;2;2;4;4;4;4;2;1;4;1;4;2;1;2;1;2;2;2;2;1;2;2;1;1;3;1;1;3;;2;1;2;3;3;2;2;2;3;3;4;1;1;1;3;2;3;2;4;3;3;2;2;4;2;1;1;1;1;1;1;3;2;1;2;2;1;2;50;50;75;60;45;57;67;62;4;22;79;24;21;16;30;98;94;62;42;44;54;57;67;44;29;2;1;3;3;4;3;4;3;2;2;2;3;3;1;3;3;2;2;2;2;2;1;2;1;1;1;1;1;1;3;2;1;2;1;3;2;1;3;3;2;3;55;5;3;8;1;1;1;1;2;1;8;1;1;1;2;1;22;0;0;0;0;2;1;1;2;3;1;1;1;2;1;1
1495;4/23/2014;4/23/2014;15;0,5046;3;Eastern orthodox;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;7;1;1;2;2;4;4;4;4;4;4;2;2;2;2;2;2;2;3;3;2;2;2;2;3;3;3;2;1;2;3;3;4;2;3;5;1;1;2;3;3;3;3;3;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;4;3;4;3;3;3;2;2;2;2;2;3;2;3;3;3;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;3;3;4;3;2;4;3;4;3;4;2;1;3;1;3;3;2;2;2;3;3;2;2;2;2;2;3;50;25;34;41;47;75;19;7;26;12;4;16;72;2;72;50;86;18;18;67;0;31;74;4;4;4;3;4;4;4;4;4;4;2;2;3;4;2;2;3;2;1;2;1;1;1;2;2;2;3;2;3;2;2;3;3;4;3;3;4;4;4;;3;3;4;20;1;1;9;2;1;1;1;5;1;13;5;1;1;2;1;21;0;0;0;2;3;4;1;3;1;2;1;1;4;3;1
1496;4/23/2014;4/23/2014;45;1,4382;2;Roman Catholic;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;5;8;2;3;2;2;3;4;2;2;2;2;3;2;2;2;2;1;2;2;2;3;2;3;2;3;2;2;2;1;3;2;2;2;2;4;3;3;2;2;4;3;3;3;4;4;1;1;1;1;4;2;2;2;2;2;2;2;2;2;3;2;4;2;2;2;2;2;3;3;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;3;1;4;1;3;2;4;3;3;3;1;3;1;1;1;1;1;2;2;3;2;3;3;3;2;2;45;71;59;48;25;31;60;58;51;68;68;34;88;64;79;81;81;69;37;91;61;82;90;63;85;3;3;4;3;3;3;3;3;2;3;3;4;3;4;3;2;2;3;1;2;4;4;4;2;3;3;3;4;1;4;4;4;4;4;3;3;3;4;4;4;4;30;2;2;10;3;1;1;1;3;1;13;1;1;2;4;1;43;0;1;0;0;2;1;1;2;2;3;1;1;4;1;2
1498;4/23/2014;4/23/2014;19;1,636;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;7;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;2;2;2;2;2;2;2;;3;3;3;3;2;4;4;4;3;3;1;;3;4;;3;;2;2;2;2;2;2;4;4;4;2;;;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;4;4;3;4;2;2;2;3;3;3;3;2;4;2;2;4;4;2;3;2;3;2;;3;2;3;;3;3;2;2;2;3;2;2;2;2;;;;75;85;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;50;50;3;2;4;4;4;4;4;3;3;3;3;3;2;2;3;3;2;2;2;2;2;2;3;2;2;2;2;2;2;4;4;4;3;3;4;3;4;4;4;4;4;70;6;4;9;2;1;1;1;2;1;15;1;1;1;1;1;16;0;0;0;0;2;5;0;1;4;2;1;1;4;1;1
1499;4/23/2014;4/23/2014;15;1,7057;2;Roman Catholic;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;5;2;3;3;2;4;4;4;2;4;4;3;1;2;2;2;1;2;2;3;2;2;2;1;3;3;2;3;2;3;3;2;3;1;5;4;3;3;2;3;3;4;3;4;4;3;1;4;4;4;1;1;1;1;1;2;1;4;2;4;1;4;1;3;2;2;1;3;2;2;2;4;2;4;2;4;3;3;4;4;4;4;1;1;2;2;3;3;1;3;4;1;1;1;4;2;3;2;4;3;3;4;1;1;1;4;4;3;3;4;3;3;2;3;3;1;2;2;61;80;94;71;71;30;74;43;83;1;100;14;44;2;1;78;74;51;1;57;1;33;50;1;2;4;1;4;3;3;4;4;3;4;2;1;4;2;2;3;3;1;2;1;3;2;2;4;1;1;1;1;1;1;4;3;4;4;3;4;3;2;4;4;4;4;23;1;1;10;3;1;1;1;4;2;17;5;1;1;2;2;22;0;0;1;0;3;1;1;2;1;3;1;1;5;3;1
1500;4/23/2014;4/23/2014;75;0,6463;1;luthern;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4;7;2;3;2;3;4;3;2;2;3;3;2;;;;;1;;4;3;3;1;2;1;3;2;2;1;1;3;1;1;1;1;4;5;3;3;2;3;2;3;3;3;4;1;4;3;2;3;1;2;2;1;2;2;2;1;3;4;1;4;1;4;2;1;1;2;1;2;3;1;1;1;2;3;1;2;3;3;3;3;1;1;2;2;3;2;2;1;2;2;1;1;6;1;3;2;3;2;3;3;1;1;1;3;3;2;3;2;3;2;2;1;2;1;1;1;50;67;50;68;52;51;52;52;51;42;51;51;51;50;47;51;50;50;36;45;17;16;50;15;41;4;1;4;4;4;4;4;3;4;2;3;4;2;1;2;2;1;2;2;1;1;2;3;2;1;1;1;1;1;3;4;4;3;3;4;3;3;3;3;3;4;53;4;3;9;2;1;1;1;3;1;10;1;0;2;3;1;33;0;0;0;1;2;1;1;1;3;2;1;1;3;1;2
1501;4/23/2014;4/23/2014;36;0,4127;2;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;7;2;3;2;2;3;1;3;2;2;4;4;1;1;2;2;2;2;2;1;1;1;1;1;3;2;2;2;1;2;2;1;3;1;1;4;3;2;1;3;3;4;3;3;1;4;2;4;4;3;1;1;1;2;2;2;2;4;4;4;2;4;3;4;3;2;3;4;2;1;3;4;3;4;3;2;3;3;3;3;2;3;2;2;2;1;2;2;2;3;4;1;2;1;3;2;4;1;3;3;3;4;3;4;2;1;1;1;1;1;1;3;3;1;3;4;3;2;91;91;76;46;70;29;60;63;73;1;88;59;76;18;68;88;83;53;56;68;63;63;65;25;46;4;3;4;4;4;4;4;4;2;2;2;3;3;3;4;3;3;3;1;4;2;2;3;3;2;2;1;2;1;4;4;4;4;4;4;4;3;4;4;4;4;71;6;4;12;4;1;1;1;2;1;16;1;1;3;6;1;62;0;0;0;0;2;5;1;2;4;4;1;1;5;1;3
1502;4/23/2014;4/23/2014;18;2,208;3;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;8;2;1;2;2;3;4;2;1;2;3;2;1;2;2;2;1;2;6;4;2;2;3;1;3;4;4;4;1;2;4;3;3;2;4;3;3;3;3;4;2;2;4;4;1;2;4;2;2;3;1;1;1;1;3;3;3;3;3;4;1;4;3;;3;2;4;4;4;4;3;4;4;2;4;4;3;3;4;4;4;3;2;2;4;2;1;4;2;4;2;2;1;4;6;2;4;2;2;1;4;3;3;2;4;1;1;1;1;1;3;4;3;4;4;4;4;4;43;87;39;11;29;45;30;25;29;51;8;52;100;100;100;100;87;100;100;100;100;100;100;100;51;3;1;4;3;1;2;2;2;3;2;2;2;3;1;1;3;1;2;3;3;2;4;2;4;4;4;3;2;1;2;1;4;3;4;3;2;1;4;3;4;3;23;1;1;10;3;4;2;1;1;3;5;5;1;2;3;2;35;0;0;0;0;1;1;1;3;1;3;4;2;1;3;2
1503;4/23/2014;4/23/2014;16;1,622;3;christian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;;7;1;1;2;2;4;4;2;3;4;;1;2;2;2;2;2;2;2;5;;1;1;1;2;3;3;2;1;2;4;1;3;2;5;5;3;3;;4;4;4;4;4;4;4;4;2;2;3;2;2;2;2;3;1;2;3;3;4;3;3;3;3;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;5;2;4;4;4;4;4;4;1;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;75;75;58;50;5;75;50;3;4;3;4;4;49;1;53;45;98;66;46;49;1;2;49;50;13;4;3;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;4;1;4;1;1;4;4;2;3;3;3;4;56;5;3;9;2;1;2;1;2;1;11;3;1;3;7;1;73;0;0;0;0;2;6;1;3;3;2;1;2;3;2;3
1504;4/23/2014;4/23/2014;27;0,4045;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;8;2;3;2;2;2;2;2;2;3;3;2;1;2;2;2;1;1;4;4;3;4;4;1;1;4;4;1;1;4;4;1;1;4;5;5;5;5;1;4;4;4;4;4;1;2;2;2;2;3;1;1;4;1;1;1;1;1;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2;1;2;3;3;3;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;1;1;1;1;4;2;2;2;2;2;2;2;2;2;3;3;3;3;1;3;3;50;100;50;50;50;50;50;50;50;3;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;3;2;2;3;3;2;2;3;3;2;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;50;4;3;12;4;5;2;1;1;3;12;3;1;3;5;2;53;0;0;0;0;1;2;0;5;3;4;3;2;3;2;3
1505;4/23/2014;4/23/2014;22;0,1579;2;native american church/catholic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;8;5;3;2;1;2;2;2;1;2;2;2;1;2;1;2;1;1;3;3;1;4;4;2;3;2;3;2;2;3;4;4;4;3;4;2;2;2;3;2;1;1;3;3;1;1;3;3;2;3;1;1;2;1;1;1;1;3;3;4;1;4;3;2;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;2;2;3;3;1;2;2;2;2;3;1;1;1;6;2;3;2;3;2;3;2;1;4;3;2;2;2;2;2;2;3;3;2;2;2;3;2;75;75;75;50;51;75;75;50;50;53;65;50;100;50;100;75;75;50;50;100;75;75;100;75;75;3;2;4;3;3;3;3;3;3;;1;1;3;1;2;2;1;3;1;1;2;2;3;2;3;2;1;2;1;3;3;4;3;3;4;3;3;3;3;3;4;46;4;3;11;3;5;2;1;2;2;10;6;1;2;3;2;35;0;0;0;0;2;1;0;2;3;3;3;2;3;4;2
1506;4/23/2014;4/23/2014;66;0,6874;3;none;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;7;2;3;2;2;3;2;2;2;2;3;3;1;2;1;2;1;1;2;4;2;2;2;2;3;2;2;3;1;1;2;2;3;1;3;5;2;3;2;4;4;4;4;4;4;3;3;3;3;2;2;3;3;2;2;2;3;4;3;4;4;4;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;3;2;1;3;4;4;4;4;4;4;1;4;6;2;4;1;2;2;3;2;2;2;1;3;3;2;2;2;4;3;2;1;2;2;2;2;17;79;50;75;80;69;16;13;59;7;50;29;50;10;51;50;66;50;51;53;22;16;50;32;50;4;4;4;4;4;4;4;4;2;1;3;3;2;1;2;1;1;1;1;1;2;1;2;1;2;2;1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;64;5;4;10;3;1;1;1;1;1;4;2;1;3;5;1;52;0;0;0;0;1;6;1;3;4;3;1;1;1;2;3
1507;4/23/2014;4/24/2014;1634;0,8444;1;PROTESTANT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;7;2;3;2;3;3;3;3;2;3;2;2;1;2;2;2;1;1;3;4;1;2;2;2;3;;;;1;3;3;2;2;2;4;2;4;5;3;3;3;4;3;4;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;3;1;4;3;2;3;3;2;3;3;3;2;2;3;2;4;4;4;4;2;4;4;4;3;4;2;2;2;4;2;1;3;4;1;4;3;4;3;4;3;;;;2;3;2;2;2;4;2;2;2;3;2;2;4;26;63;52;50;49;44;57;57;67;68;60;51;89;71;72;73;75;75;73;70;37;69;76;26;45;2;2;4;4;4;4;4;4;3;2;2;4;3;2;4;3;3;2;2;2;1;3;3;3;3;2;2;1;3;3;3;4;4;4;4;3;3;3;4;4;4;77;7;4;10;3;1;2;1;2;1;13;1;1;1;1;1;16;0;0;0;0;2;5;1;1;4;3;1;2;4;1;1
1508;4/23/2014;4/23/2014;50;1,2224;3;non denomimational;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;7;7;2;1;3;2;4;4;4;2;4;4;2;2;2;2;2;2;2;1;1;2;1;2;2;2;4;3;2;2;3;3;2;2;1;5;5;5;3;2;3;3;4;4;3;1;1;2;2;2;1;2;2;2;2;2;2;2;3;4;4;3;4;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;1;2;3;2;1;4;2;3;2;3;2;2;3;2;3;3;2;2;2;2;3;3;2;3;2;2;3;99;73;90;100;87;80;100;42;60;0;59;;100;91;84;83;87;84;66;83;66;79;99;51;;4;3;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;3;2;4;4;4;4;4;4;4;4;4;4;4;4;31;2;2;9;2;1;1;1;2;1;14;1;1;3;5;2;59;0;1;0;0;1;2;1;3;2;2;1;1;4;1;3
1509;4/23/2014;4/23/2014;12;1,6816;2;catholic;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;6;4;3;2;2;4;4;2;2;3;3;4;2;2;2;2;2;2;5;5;1;2;2;2;3;3;3;2;1;1;1;1;1;1;4;3;3;2;2;3;2;3;3;3;1;2;2;2;2;4;3;3;2;3;3;3;3;4;3;4;3;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;2;2;4;2;3;3;3;3;2;4;4;1;1;1;1;1;1;3;3;3;3;3;3;3;35;61;43;48;37;55;50;50;34;47;43;50;54;50;56;63;58;41;51;51;52;47;51;51;45;4;3;4;4;4;4;4;4;3;2;2;2;3;1;3;3;2;2;3;3;2;2;2;3;4;3;3;3;3;4;3;4;4;4;4;2;3;4;4;4;4;31;2;2;12;4;1;1;1;3;1;12;1;1;3;5;1;59;0;1;0;0;2;1;1;2;2;4;1;1;3;1;3
1510;4/23/2014;4/23/2014;18;0,3468;1;Presbyterian;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;7;2;3;2;2;4;3;3;3;2;3;3;2;1;1;2;1;2;2;6;3;1;1;1;3;3;2;2;1;2;2;1;3;1;4;2;4;3;3;3;3;3;3;3;4;3;3;2;4;4;2;2;2;2;2;2;2;3;3;4;3;4;2;2;4;3;4;3;3;4;3;4;3;2;2;4;3;4;4;4;3;3;4;4;3;3;4;3;4;3;2;4;2;2;4;2;4;2;3;3;3;4;3;3;3;2;2;2;2;2;2;3;3;3;3;3;4;3;7;74;1;7;6;20;13;73;29;11;1;50;83;67;69;100;100;68;43;89;76;72;80;50;32;4;3;4;4;4;4;4;4;3;3;3;4;3;4;3;4;2;3;3;2;3;1;3;3;3;2;1;2;2;4;3;4;3;4;4;4;4;4;4;4;4;60;5;4;12;4;1;1;1;2;1;19;1;1;2;3;1;33;0;0;0;0;2;1;1;1;4;4;1;1;5;1;2
1511;4/23/2014;4/23/2014;3;1,6647;1;Baptist;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;3;4;3;3;3;2;4;3;2;1;2;2;1;2;3;2;2;2;3;3;2;3;2;2;2;2;3;3;2;3;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;3;3;2;3;2;2;2;2;3;2;3;3;4;2;3;2;2;2;3;2;2;3;3;;2;2;3;3;3;3;2;3;2;3;3;2;3;3;2;2;3;2;2;3;2;2;;3;2;2;;;;;;50;31;31;38;70;67;33;67;66;61;60;61;50;50;54;51;48;50;48;49;50;50;48;51;51;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;;2;2;2;3;2;4;2;2;2;2;2;2;32;2;2;12;4;1;1;1;2;1;16;1;1;4;9;1;93;0;0;0;0;2;1;1;1;2;4;1;1;5;1;4
1512;4/23/2014;4/23/2014;32;0,951;3;east european orthodox;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;2;2;3;1;1;4;2;2;2;1;3;2;2;2;2;2;1;2;2;4;2;2;2;1;4;2;2;2;1;3;4;1;3;1;5;2;2;2;2;3;3;3;3;4;1;1;2;4;1;1;1;1;1;1;1;1;1;1;1;4;2;4;3;3;3;1;1;3;1;1;3;3;1;1;4;4;2;4;2;2;1;1;3;2;3;1;2;2;4;1;1;1;1;1;6;1;3;2;2;4;2;2;1;1;4;1;1;1;1;1;1;1;4;1;2;1;1;1;20;20;50;0;0;0;60;0;0;0;0;0;80;30;79;30;78;77;0;73;20;50;81;28;100;4;3;4;2;1;2;4;4;1;1;1;2;1;3;2;1;1;1;1;1;1;1;4;2;2;1;2;1;1;4;4;4;3;3;4;3;4;4;3;4;4;44;3;2;10;3;1;2;0;3;1;13;1;0;2;4;1;46;0;1;0;0;2;2;1;3;2;3;1;2;4;1;2
1513;4/23/2014;4/23/2014;41;0,9306;1;Christian Baptist;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;4;7;1;1;2;2;3;3;2;2;3;3;2;2;2;2;2;2;2;4;7;2;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;3;3;2;3;4;4;4;4;1;3;2;2;2;2;2;2;2;2;2;2;2;4;3;4;2;4;1;1;2;4;2;2;2;2;2;2;2;3;2;4;4;3;4;4;4;2;2;2;2;4;4;4;4;4;4;4;3;4;6;2;4;2;4;4;3;4;2;3;3;2;2;2;2;2;3;2;3;3;3;3;3;1;19;76;64;70;83;65;76;79;75;68;66;48;81;77;78;81;78;73;80;78;75;72;80;77;73;4;4;4;4;4;4;4;4;3;3;4;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;3;4;4;4;4;4;4;2;2;2;4;4;4;26;2;1;11;3;2;1;1;2;3;11;5;1;3;7;2;74;0;0;0;0;2;4;0;1;1;3;2;1;3;3;3
