ID;QN1;QN2;QN3;QN4;QN5A;QN5B;QN5C;QN5D;QN5E;QN5F;QN5G;QN5H;QN6;QN7A;QN7B;QN7C;QN7D;QN7E;QN8;QN9;QN10;QN11;QN12;QN13A;QN13B;QN13C;QN13D;QN13E;QN14A;QN14B;QN14C;QN14D;QN15A;QN15B;QN15C;QN15D;QN15E;QN16A;QN16B;QN16C;QN16D;QN16E;QN16F;QN17A;QN17B;QN17C;QN17D;QN17E;QN17F;QN17G;QN17H;QN18;QN19;QN20;QN21A;QN21B;QN21C;QN21D;QN21E;QN21F;QN21G;QN22A;QN22B;QN22C;QN22D;QN22E;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN23R;QN23S;QN23T;QN23U;QN24A;QN24B;QN24C;QN24D;QN24E;QN24F;QN24G;QN24H;QN24I;QN24J;QN24K;QN24L;QN24M;QN24N;QN24O;QN24P;QN24Q;QN24R;QN24S;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN27J;QN27K;QN27L;QN27M;QN27N;QN27O;QN27P;QN27Q;QN27R;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN32A;QN32B;QN32C;QN33A;QN33B;QN33C;QN33D;QN34A;QN34B;QN34C;QN34D;QN34E;QN34F;QN34G;QN34H;QN34I;QN34J;QN34K;QN34L;QN34M;QN34N;QN34O;QN35A;QN35B;QN35C;QN35D;INCOME;STATE;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;ADULTS;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;RACE;REGVOTE;SEX;RELIGION;DEVICE_TYPE;LENGTH;WEIGHTCV;WEIGHTNOCV;I_RELIGION;I_SEX;I_AGE;I_EDUC;I_RACE;I_MARITAL
932;3;5;2;1;1;3;3;1;1;1;1;2;2;3;3;1;3;3;3;2;2;3;4;1;6;3;4;6;1;1;3;1;10;0;10;5;15;3;1;1;1;2;2;2;2;1;3;2;3;1;2;2;2;3;2;2;2;2;2;3;2;1;4;1;4;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;3;3;1;1;1;1;3;3;2;1;1;2;3;1;4;3;4;4;3;2;1;2;1;1;1;3;2;3;4;3;1;3;1;4;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;4;1;1;1;1;1;3;2;3;2;3;4;1;4;4;2;1;3;4;2;3;1;2;1;4;2;4;3;2;2;2;1;2;1;1;1;3;4;4;1;1;1;4;4;1;3;1;1;4;4;1;4;2;FL;3;3;5;2;3;2;2;0;0;0;2;49;;2;6;1;1;2;2;1;34,483333;1,3557;0,8702;2;2;2;3;1;3
933;3;6;1;1;1;3;3;1;1;1;1;2;2;1;2;4;1;1;1;1;1;1;1;2;3;1;2;6;2;2;1;2;5;10;30;10;5;1;1;2;2;2;3;1;5;1;1;1;2;1;1;2;2;2;2;1;2;1;1;3;3;2;1;1;1;1;3;3;3;2;3;1;3;4;1;1;1;2;2;1;1;2;1;1;1;1;1;4;3;2;1;4;4;4;3;4;4;1;2;4;1;4;1;4;3;3;4;2;1;3;3;1;1;1;4;1;1;1;4;4;3;4;2;2;4;4;4;2;2;1;2;4;1;1;1;1;2;1;2;1;1;3;1;3;3;1;1;3;3;1;1;1;1;4;1;1;1;1;1;3;2;3;2;1;1;2;4;1;1;2;2;3;1;1;1;1;3;1;3;1;3;4;1;1;2;5;FL;1;3;5;2;4;1;1;0;0;0;2;52;;3;3;10;1;1;15;2;53,183333;1,2515;1,9539;1;1;3;1;4;2
936;3;2;3;1;2;3;3;2;1;1;2;3;1;3;3;1;1;2;4;4;4;1;1;2;3;1;2;6;1;1;2;1;30;28;30;25;5;2;1;1;1;2;2;1;5;1;1;1;3;2;2;1;1;1;1;1;2;2;1;1;1;4;3;1;1;1;4;1;1;4;3;2;2;4;1;2;4;1;2;3;2;4;2;2;3;1;1;4;4;4;4;1;2;4;2;4;3;2;4;3;3;1;3;4;3;4;3;4;4;4;3;1;1;2;2;3;1;3;3;3;4;4;2;4;4;4;4;1;2;2;3;4;1;1;2;2;2;4;4;3;2;4;4;4;3;1;2;3;1;2;2;2;2;3;4;1;3;3;3;3;2;1;1;2;2;1;4;4;4;4;2;4;1;3;4;3;3;1;3;1;1;4;2;2;1;4;GA;5;3;5;1;4;7;3;0;1;0;2;47;;2;3;1;1;1;90;1;20,95;1,0173;1,669;5;1;2;1;1;2
938;1;4;4;3;;;;;2;3;4;4;3;4;3;2;2;2;4;5;4;1;2;2;5;3;3;4;4;4;4;4;8;0;10;0;18;2;2;2;2;2;2;3;5;4;4;2;4;4;2;2;2;1;2;3;3;2;3;2;2;2;4;2;2;2;3;4;4;4;4;2;3;4;1;3;3;2;3;1;4;4;4;2;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;1;2;3;1;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;2;4;2;3;3;1;4;4;4;4;4;4;4;4;4;4;4;2;1;2;2;2;1;2;2;1;4;4;4;4;1;3;3;3;3;3;3;1;1;1;2;3;4;4;4;2;NM;1;4;8;1;3;8;2;0;0;0;2;64;;3;3;99;1;2;97;1;19,666667;1,5722;1,102;4;2;3;1;;3
940;2;2;5;2;2;4;2;3;1;3;4;3;2;4;4;3;1;1;3;4;4;2;4;5;6;5;5;5;1;1;2;1;0;0;0;2;15;2;4;2;3;3;2;4;4;4;4;3;4;3;4;2;2;1;2;3;3;2;1;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;1;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;1;1;2;4;3;2;1;3;4;3;4;3;4;4;4;4;4;3;3;4;4;3;1;4;3;3;4;2;2;2;4;4;4;4;1;4;4;3;2;3;3;2;3;2;2;3;4;3;3;2;2;1;2;2;1;4;4;4;4;2;4;2;3;3;3;3;1;3;2;3;3;3;3;3;4;NJ;4;1;2;1;3;3;2;0;0;0;2;67;;4;5;1;1;2;2;1;30,669;0,347;0,5552;2;2;4;2;1;3
941;4;8;2;1;3;4;4;2;1;1;1;3;2;4;2;3;1;2;3;4;4;1;1;3;4;1;4;5;3;3;3;3;10;0;30;0;0;4;4;2;2;3;3;3;4;3;3;4;3;4;1;1;1;2;2;3;3;3;2;4;4;4;4;3;2;2;4;3;3;3;4;3;3;3;3;3;3;4;3;4;3;4;4;3;3;4;4;4;3;4;4;4;1;4;2;4;4;3;4;4;3;4;1;4;4;2;3;2;2;1;3;2;2;2;3;3;3;3;3;3;3;4;3;4;4;4;4;3;3;3;3;4;3;3;4;3;3;3;3;3;3;4;4;3;4;2;4;3;1;2;2;3;2;3;3;3;4;4;4;2;2;1;2;1;2;2;1;1;3;1;3;2;2;2;2;3;3;1;3;2;2;4;1;1;3;8;FL;3;3;5;1;3;4;3;1;0;0;1;56;;3;8;9;1;2;2;1;27,033333;0,3028;0,4132;2;2;3;4;4;3
942;3;2;2;1;1;4;4;1;1;1;1;2;1;1;1;3;1;1;3;4;4;1;2;4;6;3;3;6;1;1;1;1;15;15;10;15;10;2;2;4;4;4;4;1;2;1;2;2;4;2;4;2;1;1;1;3;2;2;2;3;3;1;1;1;1;1;-1;2;1;3;1;3;2;1;1;1;1;1;3;1;1;1;1;3;1;1;1;4;4;4;4;4;1;3;3;4;3;4;4;4;4;2;4;3;3;2;4;3;4;4;4;1;1;1;2;2;2;3;1;1;1;1;2;2;1;1;3;3;1;2;3;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;2;2;2;2;1;4;4;4;1;2;3;2;1;2;2;4;4;4;4;2;2;2;3;2;4;4;1;1;2;4;1;1;1;1;7;IL;3;2;3;1;2;1;2;9;9;9;9;29;;1;5;1;1;2;8;1;30,528167;1,6482;1,151;1;2;1;2;1;2
943;1;1;4;5;;;;;1;4;4;4;3;4;3;1;2;2;4;7;4;3;4;1;6;5;6;6;2;2;2;2;4;0;5;10;25;3;3;3;3;3;3;1;1;1;3;3;4;3;3;2;2;2;2;3;3;2;3;4;2;2;2;1;1;1;4;3;4;3;1;3;3;4;2;3;3;2;3;3;3;4;4;3;3;3;3;4;4;1;4;4;4;4;4;4;4;4;4;4;4;1;4;4;3;4;4;4;4;4;4;1;1;4;1;4;4;4;3;3;3;4;2;4;3;4;3;3;3;3;3;4;2;2;3;3;3;3;3;3;3;3;3;3;2;3;2;4;4;4;4;4;4;4;4;4;3;3;3;3;1;1;1;2;2;1;4;3;4;4;3;3;3;1;1;3;3;1;2;1;3;4;4;4;4;8;NY;3;1;2;1;3;1;3;1;0;0;1;50;;3;8;1;1;1;7;2;16,816667;0,8139;0,4939;4;1;3;4;1;3
945;3;3;4;3;;;;;1;2;2;3;2;2;2;2;1;1;2;6;7;1;2;2;5;1;3;4;2;2;3;1;5;2;20;3;12;2;2;2;2;3;1;2;5;3;4;2;3;3;3;1;1;2;2;2;2;2;2;2;1;4;4;3;3;3;4;4;1;4;2;3;4;4;3;3;3;2;3;2;3;3;3;2;2;3;3;3;4;4;4;3;4;3;3;4;4;3;3;4;3;3;3;4;3;3;3;3;3;3;3;2;2;2;2;2;3;3;3;3;3;4;3;2;4;4;3;2;3;3;3;4;2;2;2;2;1;2;3;2;1;3;3;3;3;1;2;3;2;2;3;2;2;3;3;2;2;4;2;3;4;3;2;2;2;1;1;3;2;3;3;3;2;3;3;3;3;1;2;1;3;3;4;3;3;4;MN;5;2;4;1;3;3;2;0;0;0;2;63;;3;4;1;1;1;8;1;23,933333;0,5265;0,7653;1;1;3;2;1;3
949;1;1;4;5;;;;;1;4;4;4;3;4;4;1;4;4;4;7;7;1;2;6;6;5;1;6;1;1;1;1;0;10;0;25;5;2;1;1;1;2;1;1;5;1;2;1;3;2;1;2;2;2;3;2;3;3;3;3;3;3;4;2;3;3;4;4;4;4;2;4;3;4;2;2;3;1;3;2;1;4;4;4;4;4;4;3;2;4;3;3;4;4;4;4;4;4;3;4;4;1;3;4;4;4;4;2;3;3;3;1;2;4;1;4;4;4;4;4;4;3;2;3;4;4;4;1;4;4;4;4;3;3;2;4;2;2;3;1;1;3;4;2;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;3;6;4;1;2;2;1;4;4;4;4;1;4;3;3;3;3;4;1;3;2;3;1;4;4;4;7;NY;1;1;2;1;6;1;2;0;0;0;2;61;;3;3;1;1;2;90;1;9,833333;2,6519;1,9762;5;2;3;1;1;2
955;3;8;2;1;2;4;2;2;1;1;3;4;1;3;2;3;2;2;2;2;2;1;1;1;3;1;1;6;2;2;2;2;0;0;0;0;30;3;3;3;3;3;3;3;5;4;4;1;4;3;2;2;2;2;2;4;3;2;4;4;4;3;2;2;2;2;4;4;4;4;4;4;4;4;2;2;3;3;3;3;4;4;2;2;4;3;3;3;3;2;2;3;1;2;1;4;3;1;3;4;4;3;1;4;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;4;2;4;2;4;4;3;3;2;2;3;2;1;3;2;3;2;3;3;3;3;3;3;2;2;1;3;3;3;3;4;3;3;3;2;2;4;4;2;2;1;2;1;1;2;1;1;1;2;1;3;3;3;1;3;3;1;3;2;2;1;1;1;1;8;NM;5;4;8;1;3;1;2;0;0;0;2;63;;3;4;3;1;2;2;1;40,316667;0,484;0,7806;2;2;3;2;3;3
957;1;2;5;3;;;;;2;3;4;4;1;4;4;2;4;4;4;5;6;1;2;1;6;3;4;4;3;3;4;4;4;0;4;0;26;2;1;2;2;2;1;2;5;2;2;2;4;4;2;1;1;3;2;3;3;3;1;4;4;4;4;3;4;4;3;3;4;4;4;3;2;3;3;3;3;3;3;3;3;4;4;3;3;3;2;4;4;4;3;4;4;4;3;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;1;1;3;2;3;4;2;4;4;4;4;3;4;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;1;4;4;4;4;3;1;4;3;4;4;3;4;4;3;3;4;1;1;1;2;2;2;2;2;2;2;4;4;4;4;1;3;2;3;1;4;4;1;3;1;1;3;4;3;4;9;OR;3;4;9;1;3;1;2;0;0;0;2;58;;3;4;1;1;2;90;1;17,05;0,2367;0,3515;5;2;3;2;1;3
960;1;2;4;4;;;;;1;4;4;4;2;4;3;1;2;2;4;6;6;1;2;1;6;5;6;5;3;3;3;4;1;0;0;4;20;3;3;3;3;4;2;3;4;4;4;3;3;4;4;2;2;3;2;3;3;2;2;4;4;4;2;2;2;2;4;4;2;4;2;3;3;4;3;4;4;3;3;3;3;4;4;4;4;3;2;4;3;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;4;4;4;1;1;1;4;2;4;4;2;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;2;4;4;4;3;4;2;3;3;4;4;2;3;4;2;1;1;2;2;2;1;4;4;3;4;3;3;2;2;2;3;3;1;2;1;2;4;4;4;3;5;WI;5;2;3;1;6;3;1;0;0;0;2;72;;4;8;1;1;1;90;1;23,45;0,3766;0,5367;5;1;4;4;1;2
966;2;5;3;3;;;;;2;3;4;3;2;4;4;1;2;2;4;4;4;1;2;2;5;1;3;5;2;3;3;3;0;1;0;1;28;1;1;1;1;2;1;2;4;4;2;2;3;2;1;1;1;2;1;2;2;2;2;4;4;2;3;2;1;1;3;4;3;4;4;2;4;4;2;2;3;1;2;3;1;4;4;1;2;3;2;4;4;4;4;4;3;4;3;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;1;1;4;1;3;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;3;3;3;1;2;3;1;2;4;3;3;2;2;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;1;2;2;1;4;3;4;4;4;3;3;3;2;4;4;4;1;1;3;3;3;3;3;9;OH;2;2;3;1;3;1;2;1;1;2;1;40;;2;8;1;1;1;8;2;13,6;0,1856;0,2521;1;1;2;4;1;3
969;2;1;3;5;;;;;2;2;4;2;3;4;4;1;4;4;4;4;4;4;3;5;6;1;1;6;4;4;4;4;0;0;0;30;0;3;4;4;4;4;3;3;3;4;4;4;4;3;4;2;2;3;2;3;4;3;2;4;4;4;4;4;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;2;2;1;1;1;3;3;4;1;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;1;2;3;2;1;3;2;3;2;1;4;4;3;4;4;4;3;3;4;4;4;4;4;1;6;1;2;2;2;1;4;4;4;4;4;4;2;2;4;3;3;1;1;2;3;4;4;4;4;7;MI;2;2;3;2;3;1;2;1;0;0;1;40;;2;8;6;2;1;97;1;12,116667;0,7924;0,4622;4;1;2;4;4;3
971;1;1;5;4;;;;;2;4;4;3;1;4;3;1;4;4;4;5;5;1;2;1;6;4;3;5;3;3;3;3;1;2;0;2;25;2;2;2;3;3;1;1;5;3;3;2;3;3;1;2;2;3;2;3;3;3;2;3;2;3;3;3;3;3;3;3;4;3;4;2;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;4;3;2;3;3;2;4;3;3;3;4;1;2;3;4;3;3;3;3;3;4;3;1;1;3;2;3;3;3;3;4;3;4;3;4;3;4;4;3;3;3;3;4;3;2;3;3;3;3;3;2;3;4;3;3;3;2;4;3;3;3;3;3;3;3;3;4;3;3;3;4;2;2;2;2;2;2;4;3;4;4;2;3;3;2;2;2;3;1;2;1;1;3;4;3;4;4;AZ;1;4;8;1;3;3;2;0;0;0;2;67;;4;6;1;1;2;90;2;31,133333;0,748;0,4875;5;2;4;3;1;3
972;2;7;4;3;;;;;2;4;4;4;2;4;4;1;4;3;4;6;7;1;2;5;4;6;6;5;2;3;2;3;5;7;5;7;3;2;2;1;1;2;1;2;3;2;2;1;3;4;2;2;2;3;1;3;2;3;1;4;4;2;2;1;3;2;2;4;4;4;4;3;4;4;2;3;4;3;4;3;1;4;4;3;3;3;3;4;4;4;4;3;2;4;4;4;3;3;4;4;4;4;3;4;3;3;4;4;4;4;4;1;1;4;2;4;4;4;4;4;4;4;3;4;4;4;4;4;2;3;4;4;3;3;4;4;4;4;4;1;3;4;4;4;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;2;2;1;2;2;4;4;4;4;1;2;3;2;1;2;3;1;1;1;3;2;4;2;3;2;OR;1;4;9;1;1;2;1;0;0;0;2;57;;3;8;1;1;2;97;1;32,25;0,3298;0,4544;4;2;3;4;1;1
973;3;2;2;2;3;3;2;3;1;2;3;3;1;3;2;2;2;2;3;2;2;1;1;2;2;3;3;5;3;3;2;2;0;2;0;3;20;3;2;2;3;2;3;3;3;4;3;3;4;2;3;2;2;2;2;3;3;3;2;3;3;2;2;2;3;2;2;2;2;3;2;3;3;3;2;2;2;3;2;3;3;3;3;2;2;2;2;3;4;3;3;3;3;3;3;4;2;3;3;4;3;3;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;3;3;2;3;3;3;3;2;3;3;3;3;1;1;2;2;2;3;3;3;3;3;3;2;2;1;1;3;3;2;2;2;2;2;3;2;2;4;2;2;3;3;1;2;2;2;4;3;3;4;3;3;2;2;3;3;3;1;2;2;2;4;2;1;3;8;IL;1;2;3;1;3;1;5;0;0;0;2;51;;3;6;1;1;1;1;1;19,183333;0,365;0,4922;1;1;3;3;1;3
974;2;3;4;1;1;4;4;2;1;3;4;3;3;4;4;1;4;4;4;3;3;1;2;3;2;1;1;4;1;1;1;1;0;0;0;0;30;2;3;2;2;2;2;4;5;4;4;4;4;3;3;2;2;2;2;3;3;3;2;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;4;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;1;1;3;3;3;1;3;3;4;4;4;3;4;4;4;4;3;3;3;4;4;4;4;4;4;2;2;2;3;2;2;2;2;4;2;4;3;3;3;3;3;2;3;3;3;3;4;3;1;2;2;2;2;2;2;4;4;4;3;3;3;3;2;2;3;3;2;2;1;1;3;2;2;2;9;NE;3;2;4;1;3;1;2;0;0;0;2;61;;3;8;1;1;2;90;2;15,916667;0,1586;0,1939;5;2;3;4;1;3
975;4;8;2;2;1;4;4;4;1;1;1;2;2;2;2;4;1;1;4;1;1;1;1;1;6;2;1;6;1;2;1;2;5;25;0;15;15;4;2;3;4;4;4;1;5;2;1;2;4;2;3;2;2;3;4;2;4;3;2;3;4;2;2;1;1;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;4;4;2;2;2;2;4;4;4;4;1;2;3;2;4;3;3;3;4;3;1;2;4;2;3;4;4;2;3;4;2;1;3;2;3;3;3;1;1;1;1;2;3;2;1;1;1;1;1;2;1;1;1;1;1;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;4;4;1;3;2;2;2;1;1;2;1;1;1;1;4;3;1;3;4;3;3;1;3;1;1;1;1;1;1;5;KY;3;3;6;1;3;1;2;0;0;0;2;53;;3;8;1;1;2;1;1;17,166667;0,2745;0,3906;1;2;3;4;1;3
976;2;2;4;3;;;;;2;2;3;4;2;4;3;2;3;2;4;3;4;1;2;4;5;2;2;5;2;3;3;4;0;0;0;5;30;2;1;2;3;2;2;3;4;4;4;2;4;3;3;2;1;3;2;3;3;3;1;3;3;4;3;2;4;4;3;4;4;3;3;3;3;2;4;3;2;3;2;3;2;4;4;2;3;2;2;4;4;4;4;4;4;3;4;4;3;3;4;4;3;2;4;4;3;3;4;3;3;2;3;1;1;3;1;4;4;4;4;3;4;3;3;4;3;3;3;3;4;4;3;3;1;2;2;4;3;3;3;2;3;4;3;4;3;2;4;4;3;4;3;3;3;3;4;4;2;4;1;3;3;3;2;2;2;1;4;4;4;4;3;4;3;3;3;3;3;1;3;1;4;3;3;3;3;8;WA;2;4;9;1;6;1;1;0;0;0;2;61;;3;6;3;1;2;90;1;13,366667;0,6631;0,4441;5;2;3;3;3;2
979;2;2;2;1;3;4;4;3;2;2;3;3;1;3;3;2;2;2;3;4;4;3;4;5;6;5;3;5;1;1;1;1;2;1;5;2;3;2;2;2;2;3;3;1;5;4;4;4;3;1;3;1;1;1;2;3;3;2;3;4;4;2;3;3;3;3;3;4;4;4;4;4;3;4;4;2;3;3;3;2;2;4;3;3;3;2;3;4;4;3;3;1;4;4;3;1;3;2;4;4;3;3;4;4;3;3;3;4;3;3;3;1;1;3;2;3;3;3;3;3;3;4;2;4;3;4;4;3;3;3;4;4;2;2;3;4;3;3;3;3;3;3;3;3;4;1;4;3;3;1;3;3;3;3;3;3;4;2;2;1;3;2;2;1;2;2;4;3;4;4;3;4;1;1;1;3;3;1;3;1;1;3;3;2;3;8;CA;4;4;9;1;3;4;2;0;0;0;2;57;;3;4;1;2;2;90;1;18,616667;0,3978;0,5908;5;2;3;2;1;3
980;4;9;2;1;1;3;3;1;1;1;2;3;1;3;2;3;1;1;1;4;5;1;4;1;3;1;6;6;2;2;2;2;20;3;30;14;15;1;1;1;1;2;1;1;5;3;4;3;3;2;2;2;1;2;2;3;2;1;2;2;2;1;3;1;2;3;2;3;1;4;2;2;3;4;1;1;1;2;1;2;1;3;3;2;1;1;1;4;4;4;3;3;3;3;3;4;2;4;3;4;3;1;4;4;2;1;3;3;3;2;3;1;1;2;2;3;3;3;3;3;3;4;1;4;3;4;4;2;1;2;3;4;1;1;4;2;3;3;1;3;2;4;2;4;3;1;3;3;3;2;3;4;3;3;3;4;3;4;3;3;3;1;2;1;1;1;1;1;1;2;4;3;3;2;1;3;3;1;3;1;2;3;2;1;3;3;PA;3;1;2;1;3;3;2;0;0;0;2;84;;4;3;1;1;2;2;2;49,05;0,5865;1,0319;2;2;4;1;1;3
981;3;2;3;3;;;;;1;4;4;4;3;4;3;2;3;4;4;6;7;1;2;1;6;1;1;6;4;2;3;3;0;0;0;0;20;2;3;2;2;3;1;3;4;4;4;4;4;4;1;2;2;2;3;3;4;2;3;4;3;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;4;4;3;3;1;3;4;1;4;4;2;2;3;3;3;2;4;3;3;1;2;2;4;3;3;4;4;4;4;4;1;1;4;1;4;4;4;3;4;4;3;3;4;3;4;3;3;4;4;4;4;3;4;4;4;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;3;2;2;2;1;4;4;4;4;1;3;1;1;1;1;3;2;2;1;1;4;4;4;4;5;NJ;4;1;2;1;6;1;1;3;0;0;1;59;;3;7;1;1;2;97;1;21,066667;0,187;0,2626;4;2;3;4;1;2
983;4;8;2;2;4;4;3;3;1;3;3;3;3;4;2;1;3;3;3;5;6;1;2;3;6;2;6;5;1;1;3;1;3;2;0;2;25;1;2;1;2;1;1;3;5;3;4;3;3;2;1;2;1;3;2;3;3;2;3;4;4;4;3;1;1;3;3;3;2;4;4;2;3;3;2;3;2;3;1;4;3;4;4;2;2;2;2;4;4;4;4;3;2;3;4;4;2;4;3;4;3;4;4;4;3;1;4;4;4;4;4;1;4;3;2;3;3;3;2;4;3;4;2;3;2;4;3;3;2;2;3;2;1;2;4;2;4;4;4;2;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;3;2;1;1;2;4;3;4;4;4;3;3;2;3;3;3;4;3;2;2;3;4;4;4;8;TX;1;3;7;2;3;3;2;0;0;0;2;70;;4;8;1;1;2;97;1;14,65;0,2616;0,3934;4;2;4;4;1;3
985;3;4;2;2;3;3;2;2;2;3;3;3;2;3;3;3;2;2;3;4;4;4;4;5;6;2;1;6;1;1;2;1;30;20;2;5;2;2;1;1;1;2;1;1;1;1;1;1;1;1;3;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;1;1;1;1;1;2;1;1;2;2;2;1;1;2;3;1;2;2;2;2;3;2;4;3;2;1;2;2;2;3;1;3;3;3;2;2;2;2;3;3;2;2;2;2;2;2;3;2;2;3;2;2;2;1;2;2;2;1;2;1;3;2;2;1;1;2;2;2;1;2;1;2;2;3;3;2;4;3;3;3;2;3;3;4;4;4;2;4;5;1;2;1;1;3;2;1;4;3;3;3;3;2;2;2;1;1;2;2;4;3;2;2;3;NJ;4;1;2;2;1;1;2;0;0;0;2;25;;1;2;5;2;1;2;2;20,866667;4,4111;3,5696;2;1;1;1;3;1
986;3;1;2;2;3;3;3;2;1;2;2;3;1;3;2;2;2;2;3;2;4;1;1;2;6;6;6;6;4;4;4;4;15;0;15;0;15;4;4;4;4;4;4;3;5;5;4;4;3;4;4;2;2;2;3;3;3;2;2;2;2;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;1;1;2;3;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;3;2;1;3;2;2;2;2;2;4;2;1;3;3;3;5;1;2;2;2;2;2;4;2;1;3;2;3;1;1;1;3;4;1;3;1;1;4;1;1;2;1;GA;2;3;5;1;5;7;1;0;0;0;2;87;;4;5;1;1;2;97;1;12,5;0,3976;0,6447;4;2;4;2;1;2
987;2;2;2;2;2;2;2;3;2;3;3;3;2;2;2;1;2;2;3;2;1;1;1;2;3;1;6;6;1;1;3;1;3;0;0;10;15;2;2;2;3;3;4;2;2;2;2;1;3;3;1;2;2;3;2;3;3;3;3;3;3;4;3;1;2;2;3;3;3;2;2;2;2;3;2;2;3;1;2;1;1;2;1;2;1;3;2;4;4;3;2;4;3;4;3;4;4;4;4;4;4;4;4;4;4;3;2;1;1;1;1;3;2;1;4;2;1;1;3;3;3;3;3;3;3;3;2;3;3;2;3;3;2;2;2;2;2;4;3;3;2;4;3;3;3;1;3;3;3;3;3;2;1;2;2;1;3;3;3;3;2;1;1;2;2;1;4;3;2;4;3;3;1;1;3;3;3;1;3;2;2;4;1;1;2;7;NY;1;1;2;1;3;1;2;0;0;0;2;66;;4;6;1;1;1;7;1;23,583333;0,6949;0,4457;4;1;4;3;1;3
992;1;2;4;3;;;;;2;4;4;3;1;4;3;2;1;3;4;7;7;1;2;1;5;1;1;6;2;3;4;3;6;0;12;0;0;2;2;1;1;3;1;1;5;1;4;4;3;3;2;2;1;1;2;3;3;1;1;3;4;4;3;3;2;2;3;4;4;3;4;3;1;4;3;4;3;3;4;3;3;4;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;2;3;4;4;4;3;3;2;3;2;2;2;4;1;4;4;4;3;4;4;4;3;3;4;4;4;4;4;3;3;4;3;3;4;3;3;3;3;2;3;3;3;3;3;1;4;4;3;3;4;3;3;3;4;4;2;3;2;3;1;3;2;2;2;1;4;4;4;4;3;4;3;3;3;3;3;1;1;1;2;2;4;4;4;1;CA;3;4;9;2;1;3;1;0;0;0;2;71;;4;6;1;1;2;90;2;24;0,3329;0,217;5;2;4;3;1;1
