ID;QN1;QN2;QN3;QN4;QN5A;QN5B;QN5C;QN5D;QN5E;QN5F;QN5G;QN5H;QN6;QN7A;QN7B;QN7C;QN7D;QN7E;QN8;QN9;QN10;QN11;QN12;QN13A;QN13B;QN13C;QN13D;QN13E;QN14A;QN14B;QN14C;QN14D;QN15A;QN15B;QN15C;QN15D;QN15E;QN16A;QN16B;QN16C;QN16D;QN16E;QN16F;QN17A;QN17B;QN17C;QN17D;QN17E;QN17F;QN17G;QN17H;QN18;QN19;QN20;QN21A;QN21B;QN21C;QN21D;QN21E;QN21F;QN21G;QN22A;QN22B;QN22C;QN22D;QN22E;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN23R;QN23S;QN23T;QN23U;QN24A;QN24B;QN24C;QN24D;QN24E;QN24F;QN24G;QN24H;QN24I;QN24J;QN24K;QN24L;QN24M;QN24N;QN24O;QN24P;QN24Q;QN24R;QN24S;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN27J;QN27K;QN27L;QN27M;QN27N;QN27O;QN27P;QN27Q;QN27R;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN32A;QN32B;QN32C;QN33A;QN33B;QN33C;QN33D;QN34A;QN34B;QN34C;QN34D;QN34E;QN34F;QN34G;QN34H;QN34I;QN34J;QN34K;QN34L;QN34M;QN34N;QN34O;QN35A;QN35B;QN35C;QN35D;INCOME;STATE;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;ADULTS;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;RACE;REGVOTE;SEX;RELIGION;DEVICE_TYPE;LENGTH;WEIGHTCV;WEIGHTNOCV;I_RELIGION;I_SEX;I_AGE;I_EDUC;I_RACE;I_MARITAL
495;2;2;2;3;;;;;2;2;2;3;3;3;2;3;2;2;3;4;4;1;2;1;5;1;1;4;2;2;2;2;1;1;3;0;26;2;1;2;1;3;2;2;4;3;3;3;2;4;4;2;2;3;2;2;3;2;2;4;4;4;4;3;2;2;3;3;3;3;4;4;4;3;1;3;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;3;3;4;4;3;4;3;2;2;4;4;4;4;3;2;3;2;3;2;2;3;2;3;3;3;3;4;4;4;3;3;4;4;3;3;4;4;4;4;3;3;4;4;2;3;2;2;3;3;2;3;2;2;2;3;3;3;2;2;2;2;3;3;4;4;4;3;2;3;2;2;2;2;1;1;3;4;1;3;2;1;1;3;3;1;1;1;2;3;3;1;3;7;PA;1;1;2;2;2;1;2;0;0;1;1;41;;2;3;5;1;1;2;2;40,315833;1,9638;3,4534;2;1;2;1;3;2
496;3;2;2;1;1;3;2;4;2;2;3;4;2;3;2;2;3;3;3;4;5;1;2;1;2;2;2;5;3;2;4;2;0;0;0;0;30;4;3;3;4;2;3;3;4;4;4;4;4;4;2;2;2;2;2;3;2;2;2;4;4;4;4;3;3;3;3;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;3;4;3;2;3;4;4;3;3;3;2;4;4;4;4;4;2;4;3;-1;4;3;3;3;4;2;4;1;1;3;2;4;3;3;4;4;4;4;3;3;4;4;4;3;3;3;4;4;3;4;4;3;4;4;4;4;3;4;3;4;4;1;4;4;4;4;4;4;4;4;4;4;1;3;1;2;-1;2;2;2;2;1;4;3;4;3;3;4;3;1;1;3;3;1;1;1;1;4;4;4;4;8;WA;5;4;9;1;3;3;1;0;0;0;2;99;4;4;8;1;1;2;2;2;20,666667;0,5982;0,3899;2;2;4;4;1;3
497;3;7;2;2;1;3;2;2;1;1;2;3;1;2;2;2;2;2;2;6;6;2;2;4;4;4;2;5;3;3;4;4;6;7;12;7;5;3;1;4;2;3;3;1;1;1;1;2;2;3;1;2;2;3;2;2;2;3;2;4;4;2;3;4;2;2;2;2;2;2;1;3;3;4;1;1;1;1;2;4;1;4;4;2;1;1;3;4;3;3;3;4;4;4;2;4;1;4;4;4;4;4;4;4;4;3;3;2;3;1;3;2;2;3;1;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;3;3;3;4;2;3;2;1;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;1;2;2;2;3;3;4;4;1;4;3;1;1;3;3;1;1;1;1;4;4;4;4;2;IN;3;2;3;2;1;1;1;0;0;1;1;99;2;2;4;2;1;1;1;2;25,192667;2,7265;1,8987;1;1;2;2;2;1
498;2;4;3;1;2;2;2;2;2;2;2;3;1;3;3;3;2;2;3;4;2;3;4;1;4;1;1;4;3;2;3;2;0;0;0;3;25;3;3;3;3;3;3;2;1;2;3;2;4;3;2;2;2;2;2;4;4;2;2;4;4;3;4;3;3;4;4;4;3;3;3;3;4;4;3;3;4;3;3;3;3;4;3;3;3;3;3;4;4;4;4;3;3;4;3;4;3;4;4;4;3;4;4;4;4;4;3;3;2;3;3;1;1;3;2;2;2;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;3;3;1;2;2;2;2;3;2;3;4;1;2;3;3;2;3;3;3;3;3;2;3;4;3;3;3;3;2;2;2;1;3;2;4;4;2;3;3;2;2;3;3;1;3;1;3;2;2;3;2;7;IA;2;2;4;1;3;1;3;4;0;0;1;42;;2;6;1;1;1;2;2;30,633333;0,78;1,0598;2;1;2;3;1;3
499;1;3;4;4;;;;;1;3;3;3;2;3;4;2;2;3;3;5;6;1;2;1;1;1;1;2;2;2;3;2;0;0;0;3;25;1;2;1;1;3;1;3;2;3;2;1;3;3;1;2;1;1;1;2;2;2;2;4;3;1;3;2;3;3;3;4;4;4;4;1;2;4;3;3;3;2;3;3;2;2;2;3;3;3;4;4;4;4;3;4;3;3;3;4;3;4;3;4;3;2;3;4;3;2;3;3;3;3;2;2;2;2;3;2;2;2;3;4;3;3;3;4;3;4;3;2;3;2;3;4;3;2;4;3;3;2;3;1;2;3;3;3;4;1;4;3;2;2;2;3;2;3;3;3;4;4;1;3;1;2;2;1;1;2;4;3;3;4;1;2;1;1;1;2;3;1;1;1;2;1;4;3;2;4;CA;2;4;9;1;3;2;2;0;0;0;2;99;3;3;4;1;1;2;90;2;31,2;0,5415;0,36;5;2;3;2;1;3
500;3;8;4;3;;;;;2;4;4;3;3;4;3;1;3;3;4;7;7;1;2;2;3;2;2;5;3;2;3;3;0;0;0;0;10;2;2;2;2;2;1;3;5;4;4;2;4;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;2;4;4;3;4;3;4;3;4;4;4;4;4;3;3;4;3;4;4;3;4;3;3;4;3;4;4;3;3;3;4;4;4;3;3;3;2;3;3;1;2;3;2;4;4;4;4;4;4;4;3;3;4;4;4;3;4;4;4;4;3;3;3;3;1;1;3;1;1;2;2;3;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;1;1;2;2;1;4;4;4;4;1;4;3;3;3;4;4;1;1;1;3;1;4;4;1;4;NV;2;4;8;1;2;2;2;0;0;0;2;63;;3;5;1;1;1;97;1;16,566667;0,4474;0,6413;4;1;3;2;1;2
501;3;4;2;1;3;2;2;1;1;1;2;3;1;1;1;2;1;2;2;2;4;1;1;3;2;2;3;6;2;1;2;1;20;20;25;20;5;2;1;1;1;2;3;3;4;5;4;2;4;4;3;1;2;2;1;2;3;3;1;3;3;3;3;1;1;1;4;2;3;4;4;4;4;4;2;4;2;2;3;1;1;1;1;3;1;3;3;4;3;4;2;4;2;3;4;4;3;4;3;4;3;4;3;4;4;4;1;2;1;2;1;2;3;1;3;2;1;1;3;4;4;4;3;4;4;4;4;4;3;3;4;4;1;1;3;4;4;2;1;2;1;4;1;1;3;3;1;2;1;1;2;1;1;1;1;1;4;2;4;2;2;1;2;1;2;2;3;1;1;1;1;3;1;2;1;3;3;1;1;1;3;4;1;1;1;9;FL;1;3;5;1;3;2;2;0;2;0;1;68;;4;7;1;1;1;2;2;21,5455;0,3524;0,5116;2;1;4;4;1;3
502;4;6;1;1;1;3;2;2;1;1;1;3;1;2;2;2;2;3;2;2;3;1;1;2;4;3;3;6;2;2;4;2;3;2;15;5;10;2;3;3;3;3;4;4;5;5;4;3;4;3;4;1;1;1;3;3;3;2;2;3;4;3;4;4;3;3;4;3;4;2;4;4;4;4;3;3;3;3;3;4;3;4;4;3;3;3;3;4;4;4;4;3;3;3;4;4;4;4;4;4;3;4;4;4;4;3;4;4;3;3;3;2;1;3;3;3;2;2;4;4;4;4;3;4;4;4;3;3;4;4;4;4;3;4;4;3;4;3;3;3;3;3;3;3;4;3;3;3;4;3;2;3;3;2;2;2;3;4;3;5;2;2;2;1;1;2;4;1;1;3;3;3;3;1;1;3;3;1;3;1;2;4;2;4;3;3;TX;2;3;7;1;6;2;1;0;0;0;2;71;;4;7;1;1;2;1;2;46,818833;0,1586;0,1939;1;2;4;4;1;2
503;3;2;4;1;2;3;3;2;2;2;3;1;2;3;2;2;2;2;2;4;7;1;2;2;2;2;3;5;3;2;2;2;3;8;4;4;15;4;4;4;4;4;4;4;5;4;4;4;4;3;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;1;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;2;3;3;4;3;3;4;3;3;4;5;1;1;2;1;2;2;3;4;3;2;3;4;4;4;3;1;1;4;3;3;3;4;3;7;IL;3;2;3;1;3;1;2;1;0;0;1;50;;3;3;1;1;1;8;2;17,364667;0,6515;1,0413;1;1;3;1;1;3
504;3;5;3;1;3;3;2;2;2;2;3;3;3;4;4;1;3;4;4;6;4;1;2;2;6;3;1;5;3;3;3;1;25;22;30;18;0;1;1;1;1;1;1;3;2;2;3;2;4;2;1;1;1;1;2;3;2;2;2;2;1;2;4;2;3;3;2;3;3;3;3;3;3;3;3;2;1;2;3;3;2;4;4;2;3;3;3;4;2;4;4;2;3;4;4;2;3;3;3;3;2;4;4;3;3;3;4;3;3;3;3;1;1;3;1;3;3;4;3;3;3;4;1;1;3;2;3;2;3;3;4;4;4;4;4;3;1;1;2;3;2;1;3;2;1;2;3;4;3;4;3;4;3;3;3;4;2;3;3;3;3;3;2;2;2;1;4;3;4;4;1;2;2;3;2;3;3;2;3;2;2;2;4;4;3;1;WV;5;3;5;2;1;6;2;0;0;0;2;35;;2;3;1;1;2;22;2;19,016667;0,8101;0,6163;3;2;2;1;1;1
505;3;7;2;1;3;2;2;2;1;1;3;4;1;4;2;3;1;1;3;2;2;1;1;5;2;1;4;6;3;3;3;3;2;1;1;0;0;4;4;4;4;4;4;3;5;3;4;3;4;3;4;1;1;3;2;4;4;1;2;4;2;4;4;3;1;1;4;4;2;4;4;1;2;4;2;4;4;3;4;3;4;4;2;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;1;1;2;1;3;2;3;4;3;4;4;2;4;4;4;2;4;3;4;2;4;1;4;4;4;4;4;4;4;4;4;4;4;3;3;1;3;2;3;1;1;1;1;4;1;4;1;4;1;5;1;2;2;2;1;4;2;4;4;2;1;1;1;3;3;3;2;2;1;3;4;1;1;2;4;NM;5;4;8;1;3;4;2;2;0;0;1;40;;2;4;1;1;1;97;1;15,566667;0,3926;0,5672;4;1;2;2;1;3
506;3;3;3;3;;;;;2;3;3;3;2;4;3;2;3;2;4;7;4;1;2;6;6;1;1;6;1;1;1;1;30;0;0;10;10;2;1;1;1;2;1;4;4;4;4;4;4;2;4;2;2;3;3;4;3;3;3;2;1;4;3;2;3;2;4;3;3;4;2;4;4;4;3;4;4;2;4;3;3;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;1;4;3;4;4;4;4;3;3;1;4;1;1;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;3;4;4;1;4;1;2;4;4;3;2;1;3;3;2;4;2;4;3;2;4;4;4;4;4;1;5;1;2;2;2;1;4;3;4;4;1;3;4;2;3;3;3;1;1;2;2;2;4;4;2;1;IA;1;2;4;2;6;3;1;0;0;0;2;55;;3;6;1;1;1;90;1;16,433333;0,1586;0,1939;5;1;3;3;1;2
507;1;2;5;4;;;;;1;4;4;3;1;3;2;2;3;3;3;3;4;1;1;5;2;4;6;6;3;3;2;3;4;15;4;10;15;4;4;4;4;4;4;3;5;4;4;4;4;3;4;2;1;1;2;4;3;2;2;4;4;2;2;3;3;1;4;3;3;4;3;4;4;4;3;3;3;2;4;3;3;4;1;3;4;2;3;4;4;4;4;3;2;4;3;4;4;4;4;4;3;4;4;4;4;3;4;4;3;3;4;1;1;2;2;3;2;4;3;4;4;4;4;4;4;4;2;3;3;3;3;4;3;2;3;3;3;3;4;3;2;3;3;3;4;1;1;3;3;1;2;2;2;2;3;1;4;4;3;4;1;1;2;1;2;2;4;3;4;4;3;2;1;3;3;3;3;1;1;1;1;4;1;1;1;9;NJ;3;1;2;1;3;1;2;0;0;0;2;60;;3;8;1;1;2;7;1;18,5;0,7991;0,5024;4;2;3;4;1;3
508;3;2;2;1;2;3;2;2;1;1;2;3;1;2;2;2;2;2;3;4;4;1;2;1;6;4;1;4;3;3;4;3;0;2;0;4;0;3;3;2;2;3;1;3;5;5;4;3;4;3;3;2;1;3;2;4;3;2;2;4;4;4;4;2;3;2;4;4;4;4;4;4;3;4;3;3;4;2;2;3;2;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;2;4;4;1;1;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;3;4;4;1;3;4;2;3;4;1;4;3;2;3;3;3;3;4;4;4;3;2;4;4;1;1;2;1;2;1;4;2;2;3;1;4;1;2;1;3;3;1;1;1;1;4;4;2;3;7;WA;1;4;9;1;3;1;2;0;0;0;2;99;3;3;8;1;1;1;8;2;20,6;0,3634;0,4832;1;1;3;4;1;3
509;1;2;4;5;;;;;2;4;4;3;3;4;4;1;4;4;4;4;4;1;2;4;3;4;3;5;3;3;4;3;0;20;1;15;5;3;3;3;2;3;1;2;1;1;3;1;4;3;2;2;2;1;3;2;2;2;2;4;3;1;4;3;1;1;3;4;2;3;3;2;3;4;3;4;4;2;3;2;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;1;1;4;1;4;3;4;3;4;4;4;2;3;4;4;4;2;3;3;3;4;3;3;3;4;3;4;4;2;3;4;4;3;2;2;4;4;4;4;3;4;3;4;4;4;4;2;4;2;2;3;1;2;2;1;4;4;4;4;2;4;3;4;4;4;4;1;2;2;2;2;4;3;4;2;IN;1;2;3;2;3;1;2;0;0;0;2;33;;2;4;1;1;1;95;2;17,366667;2,3405;1,5347;5;1;2;2;1;3
510;1;2;4;4;;;;;2;4;4;4;3;4;1;1;4;2;4;5;7;1;2;6;6;2;6;5;3;3;4;3;5;0;0;3;15;2;2;2;2;2;2;4;4;4;4;3;3;3;1;2;2;2;2;3;2;3;2;3;3;4;4;2;2;3;3;2;4;2;3;2;2;3;3;3;3;2;2;2;2;4;4;3;4;2;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;2;4;3;3;4;4;3;3;3;1;1;4;1;4;4;1;3;4;4;4;4;4;3;4;4;4;3;3;4;4;3;3;3;3;4;4;4;2;4;4;4;4;3;1;4;4;4;4;4;1;1;4;4;4;4;4;4;1;3;1;2;2;2;1;4;4;4;4;1;3;3;3;3;3;3;1;1;2;2;4;4;3;3;9;NY;4;1;2;1;3;2;2;0;0;0;2;61;;3;6;1;1;2;96;1;22,916667;0,1724;0,2421;5;2;3;3;1;3
511;1;2;4;3;;;;;2;4;4;3;2;3;3;1;2;4;3;3;2;1;1;2;5;1;5;5;3;4;3;3;5;9;5;9;24;3;3;3;3;2;4;3;5;4;3;2;4;2;1;2;2;3;2;4;2;2;3;3;3;3;2;2;2;3;4;4;3;4;3;3;4;4;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;2;3;3;3;3;4;4;4;2;3;4;3;4;4;4;3;3;4;2;2;3;4;1;1;2;1;1;2;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;2;2;4;4;4;4;3;3;4;4;3;4;4;1;4;2;2;2;1;2;2;1;3;1;4;4;4;3;1;2;1;2;2;1;4;3;4;4;3;1;2;3;3;4;4;2;3;2;2;3;3;3;2;7;OH;1;2;3;1;2;1;2;0;0;0;2;52;;3;7;1;1;1;90;2;22,1375;0,5892;0,7945;5;1;3;4;1;2
512;3;7;2;1;2;3;2;2;2;2;1;3;1;3;2;3;2;2;3;2;6;1;2;3;6;3;3;6;2;2;2;2;30;30;30;1;25;2;2;3;2;2;2;2;1;1;1;2;3;3;1;2;2;3;2;3;2;2;3;4;4;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;4;4;2;2;2;2;2;2;4;3;2;1;4;3;2;4;2;4;1;4;2;4;1;2;4;3;3;2;2;2;2;2;3;2;3;3;3;1;1;2;1;1;2;1;2;2;1;2;2;1;1;2;3;1;2;2;2;2;2;2;2;2;2;2;3;3;4;3;3;4;4;3;3;4;4;2;2;2;2;5;5;2;1;2;1;1;2;1;2;1;4;3;1;3;1;2;1;3;1;3;3;3;3;2;5;MD;2;3;5;2;1;1;2;0;1;1;1;37;;2;8;2;1;2;1;1;12,583333;0,401;0,6108;1;2;2;4;2;1
513;3;2;4;2;1;4;3;3;1;1;3;3;1;2;2;1;3;2;2;2;1;1;1;1;1;1;3;6;1;1;2;1;6;0;6;2;20;3;2;2;4;3;3;3;5;5;4;4;4;2;4;2;2;1;2;4;2;3;3;4;4;2;3;1;1;1;4;1;4;3;1;4;1;4;3;2;3;3;3;2;3;1;1;1;2;3;1;4;4;1;1;1;1;4;1;4;3;1;4;4;2;1;3;4;4;1;3;2;1;3;3;2;2;2;2;3;2;2;3;1;4;4;1;3;2;4;4;1;1;1;2;3;1;1;1;1;1;1;2;1;1;1;1;1;2;1;4;2;1;3;2;1;1;2;2;1;3;4;3;6;3;2;2;1;2;2;4;2;3;4;3;4;1;1;3;3;4;1;3;1;1;1;1;1;1;3;MA;3;1;1;1;3;3;2;0;0;0;2;71;;4;3;1;1;2;2;1;24,5;4,4111;3,5208;2;2;4;1;1;3
514;2;2;1;1;1;2;2;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;3;4;3;5;6;4;2;4;2;0;25;25;25;2;2;2;2;2;3;4;1;5;1;1;4;4;3;4;2;2;2;2;3;2;2;2;3;3;3;3;2;3;3;4;4;3;3;3;4;3;4;2;1;3;2;4;3;3;4;1;1;2;3;2;4;4;4;4;4;3;4;3;3;4;2;4;4;4;4;4;4;4;4;2;4;2;2;2;2;2;1;4;1;1;1;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;3;3;2;3;1;2;4;1;1;1;2;2;1;1;1;1;1;1;3;1;3;1;1;2;3;4;6;2;2;2;1;1;2;3;1;1;4;3;3;1;1;1;2;1;1;2;1;1;4;1;1;1;1;VA;3;3;5;1;6;3;2;0;0;0;2;65;;4;7;1;1;2;97;2;20,816667;0,4522;0,68;4;2;4;4;1;2
515;2;7;5;3;;;;;1;2;3;3;3;4;4;2;2;2;3;4;4;3;4;5;4;3;6;6;2;2;2;2;2;5;0;2;20;2;3;3;2;3;2;2;4;3;4;1;4;4;4;2;2;3;1;3;3;3;2;4;1;4;4;2;4;4;3;3;3;3;3;3;3;4;3;4;4;2;3;2;3;4;4;3;3;3;3;4;3;4;4;4;3;4;3;4;3;3;3;4;3;4;4;4;4;3;3;3;3;3;3;2;2;3;1;3;4;4;3;3;4;4;3;4;3;3;3;3;4;3;4;4;2;2;2;3;3;2;3;3;3;3;4;2;4;4;4;4;3;3;4;3;3;3;3;3;3;4;4;1;1;2;2;2;2;2;4;3;4;3;1;3;3;2;2;3;3;1;3;3;1;3;4;4;4;8;NY;1;1;2;2;1;1;2;0;0;0;2;33;;2;8;4;2;2;97;2;46,1;0,9833;1,5114;4;2;2;4;3;1
516;2;3;4;3;;;;;2;4;4;3;3;4;4;1;2;2;4;6;4;1;3;5;4;2;2;6;1;2;2;2;4;5;10;5;0;1;1;1;1;1;1;1;5;1;3;3;4;3;1;2;2;2;2;3;2;4;2;3;4;2;3;1;2;1;3;2;2;1;2;1;3;3;1;2;2;1;1;1;1;4;4;3;2;3;3;4;4;4;4;2;4;4;4;4;4;4;2;4;2;4;2;4;4;4;4;3;3;4;4;4;1;2;1;4;3;3;3;3;3;3;2;3;3;4;3;2;3;3;3;3;2;2;4;3;4;4;4;4;4;4;4;4;2;1;4;4;3;4;4;4;4;3;4;4;4;4;3;2;2;1;2;2;2;1;4;4;4;4;1;4;3;1;3;3;3;1;1;1;1;1;4;3;1;3;NY;2;1;2;2;1;1;1;0;0;0;2;59;;3;7;10;1;2;97;1;15,416667;0,3967;0,2392;4;2;3;4;4;1
517;4;8;1;1;2;3;2;2;1;2;1;3;2;2;2;3;2;1;2;4;7;1;2;2;3;1;1;3;2;3;4;3;1;1;2;4;2;1;1;1;2;1;1;3;3;2;4;1;1;3;1;2;1;2;2;3;2;1;2;2;2;2;3;1;1;1;3;3;1;3;3;3;3;4;2;1;2;3;1;1;1;4;4;3;1;1;1;3;3;1;1;2;1;3;1;4;2;4;1;3;1;4;2;4;2;1;3;3;2;2;2;1;1;2;2;3;3;3;1;1;1;2;2;1;2;2;1;1;2;2;1;2;1;2;1;2;3;3;3;1;2;3;2;3;3;1;4;4;3;4;3;3;4;3;3;4;2;1;3;4;6;6;2;1;2;1;4;3;1;4;1;4;3;2;2;4;4;1;3;1;2;1;2;1;2;8;GA;5;3;5;1;3;3;3;1;0;0;1;56;;3;6;2;1;2;1;1;24,0015;0,2715;0,4103;1;2;3;3;2;3
518;3;5;1;1;1;1;1;1;1;1;1;3;1;1;1;3;2;2;2;2;1;1;1;1;3;1;1;6;2;2;2;2;-1;-1;-1;0;25;2;1;2;2;2;3;1;5;2;4;1;2;2;2;1;1;3;1;3;3;2;1;3;4;3;3;2;2;2;1;3;4;2;4;3;1;3;2;3;3;2;2;3;3;2;1;2;1;3;3;4;3;3;3;3;3;4;2;4;2;4;4;4;3;4;3;4;4;3;3;3;2;3;3;2;2;3;4;3;2;3;3;4;2;3;2;4;4;4;4;2;2;2;2;3;2;2;2;2;3;3;-1;3;3;4;3;3;4;2;2;3;1;3;3;2;2;1;3;1;1;3;1;3;3;1;2;1;1;2;4;1;3;3;2;1;1;1;1;3;3;1;1;1;2;4;1;1;1;5;CA;4;4;9;1;5;3;2;0;0;0;2;99;4;4;6;1;1;1;2;2;32,866667;0,2371;0,3333;2;1;4;3;1;2
519;3;1;4;3;;;;;1;4;4;3;3;4;4;1;4;4;4;6;7;1;2;5;6;5;1;6;3;2;3;1;4;3;4;5;5;2;3;1;1;4;1;1;5;2;3;1;4;3;2;2;2;2;1;3;2;2;1;4;4;4;4;2;2;1;2;3;2;3;1;2;4;3;3;3;3;2;3;1;3;4;4;3;1;4;4;4;4;4;4;4;3;4;4;3;4;4;3;4;2;1;1;4;4;3;4;3;3;3;3;1;1;4;1;4;4;4;4;4;4;4;2;1;4;4;4;1;4;4;4;4;3;3;3;1;2;1;2;1;1;4;4;2;4;1;4;4;3;4;4;4;4;4;4;4;4;4;4;1;6;6;2;2;2;1;4;3;4;4;1;3;3;1;3;2;2;1;3;1;3;4;4;4;3;5;WI;2;2;3;2;1;1;1;0;0;0;2;46;;2;4;1;1;2;97;2;23,416667;0,5339;0,3627;4;2;2;2;1;1
520;4;9;1;1;1;2;1;2;1;2;1;3;1;2;1;2;1;1;3;4;4;1;1;6;6;5;5;6;4;4;4;4;0;0;0;0;30;3;3;3;3;3;3;1;5;3;3;3;4;4;2;2;2;2;1;4;3;4;1;4;1;3;4;2;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;1;4;4;1;4;4;2;4;4;4;4;4;4;2;4;4;4;2;4;4;4;4;4;1;1;3;4;4;3;1;4;4;4;4;4;4;2;4;4;3;2;2;3;4;1;1;2;4;4;4;4;4;4;4;4;4;4;1;2;3;4;4;3;4;4;4;3;3;4;4;4;6;6;6;2;1;2;1;4;1;1;1;1;3;3;3;1;1;3;1;3;1;1;4;4;4;4;3;FL;1;3;5;1;6;1;2;0;0;0;2;55;;3;8;1;1;2;97;2;23,85;1,0804;0,6882;4;2;3;4;1;2
521;3;4;1;1;1;3;1;1;1;1;1;1;2;2;1;4;1;1;1;4;4;1;1;5;6;1;4;6;2;2;2;2;30;5;30;5;0;1;1;1;1;1;1;1;5;2;4;1;4;1;4;2;2;2;1;2;2;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;3;1;1;1;1;4;4;4;4;4;1;2;4;2;4;4;4;1;4;1;4;4;4;4;1;3;4;1;2;2;2;2;1;4;3;2;1;4;2;4;4;1;4;4;4;4;4;2;4;4;4;1;2;1;4;2;2;4;2;2;4;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;4;4;6;3;2;2;2;2;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NC;5;3;5;2;3;3;1;0;0;0;9;57;;3;1;1;1;1;1;2;19,75;4,4111;3,6781;1;1;3;1;1;3
523;4;8;2;2;2;3;2;4;1;2;1;1;1;1;1;4;1;1;2;4;2;4;1;1;6;6;3;6;4;4;4;4;2;0;1;0;25;4;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;3;2;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;2;4;1;1;2;3;1;1;2;4;4;4;4;3;4;4;4;3;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;1;2;2;2;2;3;2;4;1;1;2;1;4;1;1;1;3;1;1;1;1;2;4;1;1;1;2;2;2;2;2;7;NC;3;3;5;1;3;1;2;1;1;0;1;37;;2;6;6;2;1;5;2;13,5435;0,6041;0,8018;1;1;2;3;4;3
524;2;3;4;3;;;;;1;3;3;3;2;4;4;1;3;4;4;5;4;1;2;3;6;2;4;5;3;2;3;2;0;3;0;3;27;1;1;1;1;1;1;1;3;1;1;2;3;2;2;2;2;3;2;2;2;2;2;3;3;3;3;1;1;1;1;2;3;2;3;1;1;2;1;1;1;2;2;2;1;4;4;1;1;2;1;1;3;4;4;1;2;4;1;1;4;2;3;1;1;3;2;3;4;3;3;3;4;4;4;1;1;3;1;3;4;3;2;3;3;4;3;1;3;3;2;1;2;2;3;3;2;2;4;1;3;3;3;3;3;3;3;3;1;2;4;4;4;4;4;4;2;3;4;4;2;2;2;2;3;3;1;2;2;2;4;4;4;4;4;3;3;3;3;3;3;1;3;2;3;3;3;3;4;9;CA;2;4;9;1;1;1;5;0;0;0;2;25;;1;6;6;1;1;90;2;17,066667;0,9025;1,1921;5;1;1;3;4;1
